trial,efficiency,steps,coverage_pct,agents,repulsion_g,momentum,scan_radius
1,2.569730,37,95.08,300,1.5,0.99,6
2,2.510526,38,95.40,300,1.5,0.99,6
3,2.722286,35,95.28,300,1.5,0.99,6
4,2.892121,33,95.44,300,1.5,0.99,6
5,2.796471,34,95.08,300,1.5,0.99,6
6,2.797647,34,95.12,300,1.5,0.99,6
7,2.797647,34,95.12,300,1.5,0.99,6
8,2.728000,35,95.48,300,1.5,0.99,6
9,2.653333,36,95.52,300,1.5,0.99,6
10,2.722286,35,95.28,300,1.5,0.99,6
11,2.715429,35,95.04,300,1.5,0.99,6
12,2.718857,35,95.16,300,1.5,0.99,6
13,2.881212,33,95.08,300,1.5,0.99,6
14,2.642222,36,95.12,300,1.5,0.99,6
15,2.714286,35,95.00,300,1.5,0.99,6
16,2.720000,35,95.20,300,1.5,0.99,6
17,2.717714,35,95.12,300,1.5,0.99,6
18,2.578378,37,95.40,300,1.5,0.99,6
19,2.654444,36,95.56,300,1.5,0.99,6
20,2.804706,34,95.36,300,1.5,0.99,6
21,2.720000,35,95.20,300,1.5,0.99,6
22,2.796471,34,95.08,300,1.5,0.99,6
23,2.807059,34,95.44,300,1.5,0.99,6
24,2.731429,35,95.60,300,1.5,0.99,6
25,2.797647,34,95.12,300,1.5,0.99,6
26,2.796471,34,95.08,300,1.5,0.99,6
27,2.721143,35,95.24,300,1.5,0.99,6
28,2.646667,36,95.28,300,1.5,0.99,6
29,2.640000,36,95.04,300,1.5,0.99,6
30,2.798824,34,95.16,300,1.5,0.99,6
31,2.718857,35,95.16,300,1.5,0.99,6
32,2.503158,38,95.12,300,1.5,0.99,6
33,2.800000,34,95.20,300,1.5,0.99,6
34,2.648889,36,95.36,300,1.5,0.99,6
35,2.798824,34,95.16,300,1.5,0.99,6
36,2.714286,35,95.00,300,1.5,0.99,6
37,2.581622,37,95.52,300,1.5,0.99,6
38,2.644444,36,95.20,300,1.5,0.99,6
39,2.718857,35,95.16,300,1.5,0.99,6
40,2.570811,37,95.12,300,1.5,0.99,6
41,2.882424,33,95.12,300,1.5,0.99,6
42,2.568649,37,95.04,300,1.5,0.99,6
43,2.652222,36,95.48,300,1.5,0.99,6
44,2.724571,35,95.36,300,1.5,0.99,6
45,2.567568,37,95.00,300,1.5,0.99,6
46,2.654444,36,95.56,300,1.5,0.99,6
47,2.807059,34,95.44,300,1.5,0.99,6
48,2.646667,36,95.28,300,1.5,0.99,6
49,2.715429,35,95.04,300,1.5,0.99,6
50,2.723429,35,95.32,300,1.5,0.99,6
51,2.647778,36,95.32,300,1.5,0.99,6
52,2.641111,36,95.08,300,1.5,0.99,6
53,2.576216,37,95.32,300,1.5,0.99,6
54,2.726857,35,95.44,300,1.5,0.99,6
55,2.804706,34,95.36,300,1.5,0.99,6
56,2.715429,35,95.04,300,1.5,0.99,6
57,2.723429,35,95.32,300,1.5,0.99,6
58,2.638889,36,95.00,300,1.5,0.99,6
59,2.718857,35,95.16,300,1.5,0.99,6
60,2.722286,35,95.28,300,1.5,0.99,6
61,2.638889,36,95.00,300,1.5,0.99,6
62,2.718857,35,95.16,300,1.5,0.99,6
63,2.579459,37,95.44,300,1.5,0.99,6
64,2.725714,35,95.40,300,1.5,0.99,6
65,2.884848,33,95.20,300,1.5,0.99,6
