trial,efficiency,steps,coverage_pct,agents,repulsion_g,momentum,scan_radius
1,2.734857,35,95.72,300,1.5,0.99,3
2,2.716571,35,95.08,300,1.5,0.99,3
3,2.722286,35,95.28,300,1.5,0.99,3
4,2.574054,37,95.24,300,1.5,0.99,3
5,2.714286,35,95.00,300,1.5,0.99,3
6,2.795294,34,95.04,300,1.5,0.99,3
7,2.720000,35,95.20,300,1.5,0.99,3
8,2.715429,35,95.04,300,1.5,0.99,3
9,2.715429,35,95.04,300,1.5,0.99,3
10,2.575135,37,95.28,300,1.5,0.99,3
11,2.508421,38,95.32,300,1.5,0.99,3
12,2.804706,34,95.36,300,1.5,0.99,3
13,2.651111,36,95.44,300,1.5,0.99,3
14,2.647778,36,95.32,300,1.5,0.99,3
15,2.880000,33,95.04,300,1.5,0.99,3
16,2.715429,35,95.04,300,1.5,0.99,3
17,2.794118,34,95.00,300,1.5,0.99,3
18,2.502105,38,95.08,300,1.5,0.99,3
19,2.730286,35,95.56,300,1.5,0.99,3
20,2.716571,35,95.08,300,1.5,0.99,3
21,2.646667,36,95.28,300,1.5,0.99,3
22,2.810588,34,95.56,300,1.5,0.99,3
23,2.720000,35,95.20,300,1.5,0.99,3
24,2.640000,36,95.04,300,1.5,0.99,3
25,2.642222,36,95.12,300,1.5,0.99,3
26,2.724571,35,95.36,300,1.5,0.99,3
27,2.575135,37,95.28,300,1.5,0.99,3
28,2.728000,35,95.48,300,1.5,0.99,3
29,2.574054,37,95.24,300,1.5,0.99,3
30,2.722286,35,95.28,300,1.5,0.99,3
31,2.715429,35,95.04,300,1.5,0.99,3
32,2.503158,38,95.12,300,1.5,0.99,3
33,2.725714,35,95.40,300,1.5,0.99,3
34,2.807059,34,95.44,300,1.5,0.99,3
35,2.645556,36,95.24,300,1.5,0.99,3
36,2.723429,35,95.32,300,1.5,0.99,3
37,2.725714,35,95.40,300,1.5,0.99,3
38,2.644444,36,95.20,300,1.5,0.99,3
39,2.650000,36,95.40,300,1.5,0.99,3
40,2.723429,35,95.32,300,1.5,0.99,3
