trial,efficiency,steps,coverage_pct,agents,repulsion_g
1,1.793962,53,95.08,300,2
2,1.440606,66,95.08,300,2
3,1.614915,59,95.28,300,2
4,1.641379,58,95.20,300,2
5,1.730909,55,95.20,300,2
6,1.559344,61,95.12,300,2
7,2.074783,46,95.44,300,2
8,1.729455,55,95.12,300,2
9,1.508571,63,95.04,300,2
10,1.610169,59,95.00,300,2
11,2.032340,47,95.52,300,2
12,1.728727,55,95.08,300,2
13,1.705714,56,95.52,300,2
14,1.513016,63,95.32,300,2
15,1.440606,66,95.08,300,2
16,2.069565,46,95.20,300,2
17,1.610169,59,95.00,300,2
18,2.066087,46,95.04,300,2
19,1.507937,63,95.00,300,2
20,2.121778,45,95.48,300,2
21,1.938776,49,95.00,300,2
22,1.762222,54,95.16,300,2
23,2.027234,47,95.28,300,2
24,2.162727,44,95.16,300,2
25,1.640000,58,95.12,300,2
26,1.760741,54,95.08,300,2
27,1.696429,56,95.00,300,2
28,1.796226,53,95.20,300,2
29,1.940408,49,95.08,300,2
30,1.904800,50,95.24,300,2
31,2.069565,46,95.20,300,2
32,1.982500,48,95.16,300,2
33,1.796226,53,95.20,300,2
34,1.764444,54,95.28,300,2
35,1.764444,54,95.28,300,2
36,1.837692,52,95.56,300,2
37,1.869020,51,95.32,300,2
38,1.829231,52,95.12,300,2
39,2.117333,45,95.28,300,2
40,1.702857,56,95.36,300,2
41,1.732364,55,95.28,300,2
42,1.900800,50,95.04,300,2
43,2.034043,47,95.60,300,2
44,1.610847,59,95.04,300,2
45,1.940408,49,95.08,300,2
46,1.982500,48,95.16,300,2
47,1.905600,50,95.28,300,2
48,1.986667,48,95.36,300,2
49,1.586000,60,95.16,300,2
50,1.792453,53,95.00,300,2
51,1.904000,50,95.20,300,2
52,1.511746,63,95.24,300,2
53,1.762963,54,95.20,300,2
54,1.612203,59,95.12,300,2
55,2.066087,46,95.04,300,2
56,1.466462,65,95.32,300,2
57,1.642069,58,95.24,300,2
58,1.988333,48,95.44,300,2
59,1.614915,59,95.28,300,2
60,1.795472,53,95.16,300,2
61,1.700714,56,95.24,300,2
62,1.796981,53,95.24,300,2
63,1.833077,52,95.32,300,2
64,1.730182,55,95.16,300,2
65,1.733818,55,95.36,300,2
66,1.761481,54,95.12,300,2
67,1.863529,51,95.04,300,2
68,1.588000,60,95.28,300,2
69,1.900000,50,95.00,300,2
70,1.793962,53,95.08,300,2
71,1.760000,54,95.04,300,2
72,1.588667,60,95.32,300,2
73,1.730909,55,95.20,300,2
74,1.830769,52,95.20,300,2
75,1.698571,56,95.12,300,2
76,1.637931,58,95.00,300,2
77,1.612203,59,95.12,300,2
78,1.696429,56,95.00,300,2
79,1.668772,57,95.12,300,2
80,1.762963,54,95.20,300,2
81,1.614237,59,95.24,300,2
82,1.700714,56,95.24,300,2
83,1.833077,52,95.32,300,2
84,1.700000,56,95.20,300,2
85,1.985000,48,95.28,300,2
86,1.938776,49,95.00,300,2
87,1.420896,67,95.20,300,2
88,1.441212,66,95.12,300,2
89,1.827692,52,95.04,300,2
90,1.862745,51,95.00,300,2
91,1.800000,53,95.40,300,2
92,1.761481,54,95.12,300,2
93,1.557377,61,95.00,300,2
94,2.022979,47,95.08,300,2
95,1.733091,55,95.32,300,2
96,1.644828,58,95.40,300,2
97,1.865098,51,95.12,300,2
98,1.864314,51,95.08,300,2
99,1.731636,55,95.24,300,2
100,1.946122,49,95.36,300,2
101,1.939592,49,95.04,300,2
102,1.831538,52,95.24,300,2
103,1.981667,48,95.12,300,2
104,2.023830,47,95.12,300,2
105,1.793962,53,95.08,300,2
106,1.698571,56,95.12,300,2
107,2.068696,46,95.16,300,2
108,2.068696,46,95.16,300,2
109,1.666667,57,95.00,300,2
110,1.868235,51,95.28,300,2
111,1.586667,60,95.20,300,2
112,1.829231,52,95.12,300,2
113,1.763704,54,95.24,300,2
114,1.703571,56,95.40,300,2
115,1.532258,62,95.00,300,2
116,1.940408,49,95.08,300,2
117,1.762963,54,95.20,300,2
118,1.830769,52,95.20,300,2
119,1.728000,55,95.04,300,2
120,1.700000,56,95.20,300,2
121,1.587333,60,95.24,300,2
122,1.909600,50,95.48,300,2
123,2.116444,45,95.24,300,2
124,1.486250,64,95.12,300,2
125,2.023830,47,95.12,300,2
126,2.165455,44,95.28,300,2
127,1.866667,51,95.20,300,2
128,1.793962,53,95.08,300,2
129,1.564590,61,95.44,300,2
130,1.830769,52,95.20,300,2
131,1.733091,55,95.32,300,2
132,1.793208,53,95.04,300,2
133,1.826923,52,95.00,300,2
134,1.698571,56,95.12,300,2
135,2.022128,47,95.04,300,2
136,1.765185,54,95.32,300,2
137,1.862745,51,95.00,300,2
138,1.868235,51,95.28,300,2
139,2.113778,45,95.12,300,2
140,1.979167,48,95.00,300,2
141,1.698571,56,95.12,300,2
142,1.763704,54,95.24,300,2
143,2.071304,46,95.28,300,2
144,1.827692,52,95.04,300,2
145,1.558689,61,95.08,300,2
146,2.021277,47,95.00,300,2
147,1.728000,55,95.04,300,2
148,1.698571,56,95.12,300,2
149,1.862745,51,95.00,300,2
150,1.702143,56,95.32,300,2
151,2.070435,46,95.24,300,2
152,1.560656,61,95.20,300,2
153,1.669474,57,95.16,300,2
154,2.066087,46,95.04,300,2
155,1.944490,49,95.28,300,2
156,1.862745,51,95.00,300,2
157,1.866667,51,95.20,300,2
158,1.587333,60,95.24,300,2
159,1.762222,54,95.16,300,2
160,1.587333,60,95.24,300,2
161,1.904800,50,95.24,300,2
162,1.903200,50,95.16,300,2
163,1.637931,58,95.00,300,2
164,2.067826,46,95.12,300,2
165,1.902400,50,95.12,300,2
166,1.764444,54,95.28,300,2
