trial,efficiency,steps,coverage_pct,agents,repulsion_g
1,0.932157,102,95.08,150,4
2,0.871560,109,95.00,150,4
3,0.916923,104,95.36,150,4
4,0.918077,104,95.48,150,4
5,0.828174,115,95.24,150,4
6,0.983093,97,95.36,150,4
7,0.914231,104,95.08,150,4
8,0.864364,110,95.08,150,4
9,0.960808,99,95.12,150,4
10,0.915769,104,95.24,150,4
11,0.857658,111,95.20,150,4
12,1.012340,94,95.16,150,4
13,0.805424,118,95.04,150,4
14,0.834035,114,95.08,150,4
15,0.857658,111,95.20,150,4
16,0.898113,106,95.20,150,4
17,1.012766,94,95.20,150,4
18,0.834737,114,95.16,150,4
19,1.022366,93,95.08,150,4
20,0.826783,115,95.08,150,4
21,0.899245,106,95.32,150,4
22,0.761600,125,95.20,150,4
23,0.908952,105,95.44,150,4
24,0.906667,105,95.20,150,4
25,0.897736,106,95.16,150,4
26,0.933725,102,95.24,150,4
27,0.849286,112,95.12,150,4
28,0.922330,103,95.00,150,4
29,0.785455,121,95.04,150,4
30,0.807458,118,95.28,150,4
31,0.855856,111,95.00,150,4
32,0.904762,105,95.00,150,4
33,1.024086,93,95.24,150,4
34,0.811966,117,95.00,150,4
35,0.881852,108,95.24,150,4
36,0.841062,113,95.04,150,4
37,0.792667,120,95.12,150,4
38,0.879630,108,95.00,150,4
39,0.792667,120,95.12,150,4
40,0.932157,102,95.08,150,4
41,0.933333,102,95.20,150,4
42,0.970612,98,95.12,150,4
43,0.900377,106,95.44,150,4
44,0.881111,108,95.16,150,4
45,0.981856,97,95.24,150,4
46,0.882963,108,95.36,150,4
47,0.863636,110,95.00,150,4
48,0.916154,104,95.28,150,4
49,1.062222,90,95.60,150,4
50,0.850714,112,95.28,150,4
51,0.933333,102,95.20,150,4
52,0.805763,118,95.08,150,4
53,1.036522,92,95.36,150,4
54,0.865091,110,95.16,150,4
55,0.864000,110,95.04,150,4
56,0.959596,99,95.00,150,4
57,0.880370,108,95.08,150,4
58,0.890467,107,95.28,150,4
59,0.826783,115,95.08,150,4
60,1.018298,94,95.72,150,4
61,0.736434,129,95.00,150,4
62,0.992500,96,95.28,150,4
63,0.981443,97,95.20,150,4
64,0.950800,100,95.08,150,4
65,0.761920,125,95.24,150,4
66,0.904762,105,95.00,150,4
67,0.941386,101,95.08,150,4
68,0.970612,98,95.12,150,4
69,1.010638,94,95.00,150,4
70,0.943762,101,95.32,150,4
71,0.888224,107,95.04,150,4
72,0.927379,103,95.52,150,4
73,0.880000,108,95.04,150,4
74,0.812650,117,95.08,150,4
75,0.924272,103,95.20,150,4
76,0.969796,98,95.04,150,4
77,0.916538,104,95.32,150,4
78,0.971429,98,95.20,150,4
79,0.866182,110,95.28,150,4
80,0.925437,103,95.32,150,4
81,0.880370,108,95.08,150,4
82,0.848214,112,95.00,150,4
83,0.927379,103,95.52,150,4
84,1.001263,95,95.12,150,4
85,0.900377,106,95.44,150,4
86,0.881111,108,95.16,150,4
87,0.950000,100,95.00,150,4
88,0.883333,108,95.40,150,4
89,0.926214,103,95.40,150,4
90,1.085000,88,95.48,150,4
91,0.802353,119,95.48,150,4
92,0.905143,105,95.04,150,4
93,0.971020,98,95.16,150,4
94,0.864364,110,95.08,150,4
95,0.950800,100,95.08,150,4
96,0.858378,111,95.28,150,4
97,0.915000,104,95.16,150,4
98,0.942970,101,95.24,150,4
99,0.850714,112,95.28,150,4
100,0.858739,111,95.32,150,4
101,0.961616,99,95.20,150,4
102,0.841416,113,95.08,150,4
103,1.013191,94,95.24,150,4
104,0.922718,103,95.04,150,4
105,0.849286,112,95.12,150,4
106,0.914615,104,95.12,150,4
107,0.882593,108,95.32,150,4
108,0.991667,96,95.20,150,4
109,0.942574,101,95.20,150,4
110,0.865818,110,95.24,150,4
111,0.865818,110,95.24,150,4
112,0.932157,102,95.08,150,4
113,0.864364,110,95.08,150,4
114,1.001263,95,95.12,150,4
115,0.882963,108,95.36,150,4
116,0.925437,103,95.32,150,4
117,0.993750,96,95.40,150,4
118,0.905905,105,95.12,150,4
119,1.046593,91,95.24,150,4
120,1.023656,93,95.20,150,4
121,0.872294,109,95.08,150,4
122,0.914615,104,95.12,150,4
123,0.961212,99,95.16,150,4
124,0.989583,96,95.00,150,4
125,0.915000,104,95.16,150,4
126,0.934902,102,95.36,150,4
127,0.826783,115,95.08,150,4
128,0.915000,104,95.16,150,4
129,0.812308,117,95.04,150,4
130,0.953200,100,95.32,150,4
131,0.801008,119,95.32,150,4
132,0.872661,109,95.12,150,4
133,0.842124,113,95.16,150,4
134,0.802689,119,95.52,150,4
135,1.002947,95,95.28,150,4
136,0.950800,100,95.08,150,4
137,0.915385,104,95.20,150,4
138,0.793333,120,95.20,150,4
139,0.834386,114,95.12,150,4
140,0.791667,120,95.00,150,4
141,0.980206,97,95.08,150,4
142,0.993333,96,95.36,150,4
143,0.953200,100,95.32,150,4
144,0.935294,102,95.40,150,4
145,1.024086,93,95.24,150,4
146,0.857658,111,95.20,150,4
147,0.871927,109,95.04,150,4
148,0.896226,106,95.00,150,4
149,0.914231,104,95.08,150,4
150,0.905905,105,95.12,150,4
151,0.874128,109,95.28,150,4
152,1.014894,94,95.40,150,4
153,0.864727,110,95.12,150,4
154,0.887850,107,95.00,150,4
155,0.922330,103,95.00,150,4
156,0.819310,116,95.04,150,4
157,0.991667,96,95.20,150,4
158,0.969388,98,95.00,150,4
159,0.856577,111,95.08,150,4
160,0.896226,106,95.00,150,4
161,0.981856,97,95.24,150,4
162,0.941386,101,95.08,150,4
163,0.850357,112,95.24,150,4
164,0.898868,106,95.28,150,4
165,0.931765,102,95.04,150,4
166,0.950800,100,95.08,150,4
167,0.908952,105,95.44,150,4
168,0.924272,103,95.20,150,4
169,0.819655,116,95.08,150,4
170,0.871560,109,95.00,150,4
171,0.934902,102,95.36,150,4
172,0.982680,97,95.32,150,4
173,0.950000,100,95.00,150,4
174,0.969796,98,95.04,150,4
175,0.973061,98,95.36,150,4
