n,g,m,r,efficiency
150,4,0.9800000190734864,8,0.358133
150,4,0.9800000190734864,8,0.353244
150,2,0.9800000190734864,8,0.359956
150,4,0.9800000190734864,8,0.362044
150,6,0.9800000190734864,8,0.343378
150,5,0.9800000190734864,8,0.3468
150,5,0.9800000190734864,8,0.352533
150,2,0.9800000190734864,8,0.344667
150,3,0.9800000190734864,8,0.3648
150,4,0.9800000190734864,8,0.361378
150,3,0.9800000190734864,8,0.368356
150,5,0.9800000190734864,8,0.349333
150,5,0.9800000190734864,8,0.358267
150,3,0.9800000190734864,8,0.366489
150,4,0.9800000190734864,8,0.364667
150,4,0.9800000190734864,8,0.358622
150,2,0.9800000190734864,8,0.349333
150,6,0.9800000190734864,8,0.345911
150,6,0.9800000190734864,8,0.339867
150,4,0.9800000190734864,8,0.364489
150,5,0.9800000190734864,8,0.355511
150,2,0.9800000190734864,8,0.359689
150,3,0.9800000190734864,8,0.357822
150,4,0.9800000190734864,8,0.354711
150,4,0.9800000190734864,8,0.361333
150,6,0.9800000190734864,8,0.334356
150,4,0.9800000190734864,8,0.361822
150,3,0.9800000190734864,8,0.365733
150,2,0.9800000190734864,8,0.348178
150,6,0.9800000190734864,8,0.338533
150,2,0.9800000190734864,8,0.354711
150,2,0.9800000190734864,8,0.347556
150,3,0.9800000190734864,8,0.360267
150,2,0.9800000190734864,8,0.346311
150,2,0.9800000190734864,8,0.350356
150,2,0.9800000190734864,8,0.343511
150,6,0.9800000190734864,8,0.342356
150,6,0.9800000190734864,8,0.340133
150,4,0.9800000190734864,8,0.362
150,3,0.9800000190734864,8,0.358533
150,3,0.9800000190734864,8,0.365111
150,4,0.9800000190734864,8,0.363822
150,6,0.9800000190734864,8,0.343156
150,4,0.9800000190734864,8,0.362267
150,6,0.9800000190734864,8,0.347378
150,4,0.9800000190734864,8,0.3648
150,3,0.9800000190734864,8,0.3612
150,4,0.9800000190734864,8,0.359644
150,5,0.9800000190734864,8,0.345867
150,3,0.9800000190734864,8,0.365422
150,3,0.9800000190734864,8,0.363111
150,3,0.9800000190734864,8,0.348178
150,5,0.9800000190734864,8,0.343511
150,5,0.9800000190734864,8,0.357556
150,5,0.9800000190734864,8,0.356489
150,6,0.9800000190734864,8,0.335644
150,6,0.9800000190734864,8,0.341822
150,3,0.9800000190734864,8,0.363111
150,2,0.9800000190734864,8,0.343422
150,5,0.9800000190734864,8,0.350489
150,2,0.9800000190734864,8,0.349156
150,6,0.9800000190734864,8,0.337689
150,5,0.9800000190734864,8,0.347778
150,4,0.9800000190734864,8,0.358178
150,6,0.9800000190734864,8,0.343644
150,6,0.9800000190734864,8,0.338622
150,5,0.9800000190734864,8,0.356044
150,5,0.9800000190734864,8,0.346978
150,4,0.9800000190734864,8,0.356044
150,4,0.9800000190734864,8,0.357911
150,2,0.9800000190734864,8,0.347689
150,4,0.9800000190734864,8,0.361511
150,5,0.9800000190734864,8,0.353956
150,6,0.9800000190734864,8,0.335467
150,4,0.9800000190734864,8,0.364889
150,6,0.9800000190734864,8,0.342978
150,5,0.9800000190734864,8,0.350533
150,6,0.9800000190734864,8,0.342667
150,3,0.9800000190734864,8,0.360667
150,5,0.9800000190734864,8,0.349556
150,6,0.9800000190734864,8,0.343022
150,2,0.9800000190734864,8,0.342133
150,3,0.9800000190734864,8,0.357289
150,3,0.9800000190734864,8,0.356622
150,4,0.9800000190734864,8,0.360044
150,6,0.9800000190734864,8,0.3384
150,4,0.9800000190734864,8,0.3612
150,6,0.9800000190734864,8,0.343467
150,5,0.9800000190734864,8,0.355689
150,3,0.9800000190734864,8,0.366489
150,6,0.9800000190734864,8,0.341378
150,4,0.9800000190734864,8,0.354711
150,4,0.9800000190734864,8,0.362933
150,4,0.9800000190734864,8,0.3576
150,3,0.9800000190734864,8,0.372756
150,4,0.9800000190734864,8,0.360889
150,5,0.9800000190734864,8,0.346044
150,4,0.9800000190734864,8,0.364
150,3,0.9800000190734864,8,0.368222
150,2,0.9800000190734864,8,0.361689
150,6,0.9800000190734864,8,0.341467
150,5,0.9800000190734864,8,0.345467
150,5,0.9800000190734864,8,0.348889
150,3,0.9800000190734864,8,0.354178
150,3,0.9800000190734864,8,0.371289
150,6,0.9800000190734864,8,0.341689
150,5,0.9800000190734864,8,0.351289
150,3,0.9800000190734864,8,0.363867
150,3,0.9800000190734864,8,0.363956
150,2,0.9800000190734864,8,0.346622
150,2,0.9800000190734864,8,0.338844
150,2,0.9800000190734864,8,0.358489
150,2,0.9800000190734864,8,0.341689
150,5,0.9800000190734864,8,0.355422
150,5,0.9800000190734864,8,0.349289
150,4,0.9800000190734864,8,0.353289
150,2,0.9800000190734864,8,0.347822
150,3,0.9800000190734864,8,0.369378
150,5,0.9800000190734864,8,0.344267
150,3,0.9800000190734864,8,0.356622
150,6,0.9800000190734864,8,0.336756
150,6,0.9800000190734864,8,0.340311
150,3,0.9800000190734864,8,0.363556
150,5,0.9800000190734864,8,0.349911
150,3,0.9800000190734864,8,0.365689
150,4,0.9800000190734864,8,0.353689
150,5,0.9800000190734864,8,0.354978
150,4,0.9800000190734864,8,0.361067
150,3,0.9800000190734864,8,0.356933
150,3,0.9800000190734864,8,0.353378
150,6,0.9800000190734864,8,0.338578
150,2,0.9800000190734864,8,0.342489
150,3,0.9800000190734864,8,0.361822
150,4,0.9800000190734864,8,0.360533
150,4,0.9800000190734864,8,0.3588
150,4,0.9800000190734864,8,0.357778
150,5,0.9800000190734864,8,0.347689
150,2,0.9800000190734864,8,0.338356
150,5,0.9800000190734864,8,0.354133
150,5,0.9800000190734864,8,0.352578
150,4,0.9800000190734864,8,0.368978
150,6,0.9800000190734864,8,0.341244
150,6,0.9800000190734864,8,0.338667
150,4,0.9800000190734864,8,0.358489
150,6,0.9800000190734864,8,0.339289
150,2,0.9800000190734864,8,0.356489
150,6,0.9800000190734864,8,0.339689
150,2,0.9800000190734864,8,0.346622
150,6,0.9800000190734864,8,0.348889
150,2,0.9800000190734864,8,0.358133
150,6,0.9800000190734864,8,0.343378
150,2,0.9800000190734864,8,0.357911
150,5,0.9800000190734864,8,0.352356
150,2,0.9800000190734864,8,0.355422
150,6,0.9800000190734864,8,0.344622
150,2,0.9800000190734864,8,0.345956
150,5,0.9800000190734864,8,0.351689
150,5,0.9800000190734864,8,0.347778
150,4,0.9800000190734864,8,0.359867
150,6,0.9800000190734864,8,0.339778
150,3,0.9800000190734864,8,0.352933
150,3,0.9800000190734864,8,0.368667
150,3,0.9800000190734864,8,0.367244
150,5,0.9800000190734864,8,0.351867
150,2,0.9800000190734864,8,0.346
150,2,0.9800000190734864,8,0.340489
150,2,0.9800000190734864,8,0.349467
150,5,0.9800000190734864,8,0.354489
150,3,0.9800000190734864,8,0.355867
150,3,0.9800000190734864,8,0.363022
150,4,0.9800000190734864,8,0.359422
150,6,0.9800000190734864,8,0.341911
150,6,0.9800000190734864,8,0.341778
150,4,0.9800000190734864,8,0.367867
150,5,0.9800000190734864,8,0.357733
150,3,0.9800000190734864,8,0.360578
150,4,0.9800000190734864,8,0.355867
150,2,0.9800000190734864,8,0.350044
150,3,0.9800000190734864,8,0.357289
150,4,0.9800000190734864,8,0.354578
150,2,0.9800000190734864,8,0.347156
150,5,0.9800000190734864,8,0.356622
150,6,0.9800000190734864,8,0.341556
150,6,0.9800000190734864,8,0.3432
150,2,0.9800000190734864,8,0.353333
150,2,0.9800000190734864,8,0.355556
150,5,0.9800000190734864,8,0.344267
150,4,0.9800000190734864,8,0.355956
150,5,0.9800000190734864,8,0.350178
150,6,0.9800000190734864,8,0.338178
150,3,0.9800000190734864,8,0.3672
150,5,0.9800000190734864,8,0.348756
150,6,0.9800000190734864,8,0.341867
150,2,0.9800000190734864,8,0.358756
150,4,0.9800000190734864,8,0.358756
150,2,0.9800000190734864,8,0.336933
150,6,0.9800000190734864,8,0.341689
150,4,0.9800000190734864,8,0.3588
150,5,0.9800000190734864,8,0.343956
150,3,0.9800000190734864,8,0.3584
150,2,0.9800000190734864,8,0.335067
150,2,0.9800000190734864,8,0.349333
150,4,0.9800000190734864,8,0.3588
150,3,0.9800000190734864,8,0.367067
150,6,0.9800000190734864,8,0.345511
150,2,0.9800000190734864,8,0.351111
150,3,0.9800000190734864,8,0.364311
150,4,0.9800000190734864,8,0.356311
150,2,0.9800000190734864,8,0.344489
150,4,0.9800000190734864,8,0.359422
150,2,0.9800000190734864,8,0.340178
150,4,0.9800000190734864,8,0.357378
150,6,0.9800000190734864,8,0.348667
150,4,0.9800000190734864,8,0.354
150,5,0.9800000190734864,8,0.349956
150,5,0.9800000190734864,8,0.350978
150,3,0.9800000190734864,8,0.362356
150,5,0.9800000190734864,8,0.351956
150,2,0.9800000190734864,8,0.350622
150,3,0.9800000190734864,8,0.364044
150,5,0.9800000190734864,8,0.349911
150,5,0.9800000190734864,8,0.353956
150,3,0.9800000190734864,8,0.361689
150,4,0.9800000190734864,8,0.360711
150,5,0.9800000190734864,8,0.350978
150,2,0.9800000190734864,8,0.351111
150,6,0.9800000190734864,8,0.344178
150,4,0.9800000190734864,8,0.361022
150,3,0.9800000190734864,8,0.346933
150,2,0.9800000190734864,8,0.356044
150,5,0.9800000190734864,8,0.359022
150,5,0.9800000190734864,8,0.350533
150,5,0.9800000190734864,8,0.358489
150,3,0.9800000190734864,8,0.363333
150,3,0.9800000190734864,8,0.368356
150,3,0.9800000190734864,8,0.366178
150,3,0.9800000190734864,8,0.360044
150,4,0.9800000190734864,8,0.354356
150,5,0.9800000190734864,8,0.3548
150,3,0.9800000190734864,8,0.3668
150,4,0.9800000190734864,8,0.3644
150,3,0.9800000190734864,8,0.361867
150,6,0.9800000190734864,8,0.339511
150,2,0.9800000190734864,8,0.338978
150,6,0.9800000190734864,8,0.333867
150,6,0.9800000190734864,8,0.337822
150,6,0.9800000190734864,8,0.344222
150,3,0.9800000190734864,8,0.369644
150,2,0.9800000190734864,8,0.341822
150,6,0.9800000190734864,8,0.336933
150,6,0.9800000190734864,8,0.340711
150,4,0.9800000190734864,8,0.353956
150,5,0.9800000190734864,8,0.3476
150,4,0.9800000190734864,8,0.356889
150,2,0.9800000190734864,8,0.356756
150,6,0.9800000190734864,8,0.343822
150,4,0.9800000190734864,8,0.357689
150,5,0.9800000190734864,8,0.356667
150,5,0.9800000190734864,8,0.355644
150,4,0.9800000190734864,8,0.357733
150,5,0.9800000190734864,8,0.353333
150,3,0.9800000190734864,8,0.3672
150,6,0.9800000190734864,8,0.3424
150,5,0.9800000190734864,8,0.349822
150,4,0.9800000190734864,8,0.351911
150,3,0.9800000190734864,8,0.359333
150,6,0.9800000190734864,8,0.341556
150,6,0.9800000190734864,8,0.342
150,2,0.9800000190734864,8,0.354222
150,4,0.9800000190734864,8,0.356622
150,5,0.9800000190734864,8,0.358
150,3,0.9800000190734864,8,0.3664
150,4,0.9800000190734864,8,0.358578
150,4,0.9800000190734864,8,0.354133
150,2,0.9800000190734864,8,0.349556
150,2,0.9800000190734864,8,0.346578
150,2,0.9800000190734864,8,0.350133
150,5,0.9800000190734864,8,0.353511
150,6,0.9800000190734864,8,0.346089
150,5,0.9800000190734864,8,0.346222
150,2,0.9800000190734864,8,0.346978
150,3,0.9800000190734864,8,0.362356
150,3,0.9800000190734864,8,0.369911
150,4,0.9800000190734864,8,0.359467
150,4,0.9800000190734864,8,0.357378
150,2,0.9800000190734864,8,0.350044
150,6,0.9800000190734864,8,0.335244
150,3,0.9800000190734864,8,0.3636
150,4,0.9800000190734864,8,0.359111
150,2,0.9800000190734864,8,0.353156
150,3,0.9800000190734864,8,0.353911
150,4,0.9800000190734864,8,0.358444
150,5,0.9800000190734864,8,0.346756
150,2,0.9800000190734864,8,0.350578
150,6,0.9800000190734864,8,0.337956
150,4,0.9800000190734864,8,0.360311
150,4,0.9800000190734864,8,0.366
150,6,0.9800000190734864,8,0.338844
150,6,0.9800000190734864,8,0.340533
150,4,0.9800000190734864,8,0.360533
150,6,0.9800000190734864,8,0.338178
150,6,0.9800000190734864,8,0.341067
150,6,0.9800000190734864,8,0.337556
150,2,0.9800000190734864,8,0.349511
150,5,0.9800000190734864,8,0.350089
150,2,0.9800000190734864,8,0.345289
150,3,0.9800000190734864,8,0.362978
150,6,0.9800000190734864,8,0.347244
150,5,0.9800000190734864,8,0.346889
150,3,0.9800000190734864,8,0.357422
150,4,0.9800000190734864,8,0.367111
150,3,0.9800000190734864,8,0.359822
150,4,0.9800000190734864,8,0.361422
150,2,0.9800000190734864,8,0.341289
150,3,0.9800000190734864,8,0.367822
150,6,0.9800000190734864,8,0.344178
150,3,0.9800000190734864,8,0.355022
150,5,0.9800000190734864,8,0.349111
150,2,0.9800000190734864,8,0.352533
150,4,0.9800000190734864,8,0.363911
150,6,0.9800000190734864,8,0.3392
150,6,0.9800000190734864,8,0.342756
150,5,0.9800000190734864,8,0.346489
150,3,0.9800000190734864,8,0.358933
150,5,0.9800000190734864,8,0.3492
150,6,0.9800000190734864,8,0.335156
150,3,0.9800000190734864,8,0.354756
150,6,0.9800000190734864,8,0.338311
150,5,0.9800000190734864,8,0.3544
150,3,0.9800000190734864,8,0.357556
150,3,0.9800000190734864,8,0.366133
150,3,0.9800000190734864,8,0.365156
150,3,0.9800000190734864,8,0.360222
150,3,0.9800000190734864,8,0.367511
150,6,0.9800000190734864,8,0.343911
150,6,0.9800000190734864,8,0.344622
150,3,0.9800000190734864,8,0.357111
150,3,0.9800000190734864,8,0.359111
150,3,0.9800000190734864,8,0.356622
150,3,0.9800000190734864,8,0.352133
150,3,0.9800000190734864,8,0.366178
150,5,0.9800000190734864,8,0.350133
150,3,0.9800000190734864,8,0.360711
150,4,0.9800000190734864,8,0.356089
150,6,0.9800000190734864,8,0.3416
150,4,0.9800000190734864,8,0.358622
150,6,0.9800000190734864,8,0.344622
150,3,0.9800000190734864,8,0.3628
150,2,0.9800000190734864,8,0.354622
150,4,0.9800000190734864,8,0.352444
150,3,0.9800000190734864,8,0.363644
150,5,0.9800000190734864,8,0.344933
150,6,0.9800000190734864,8,0.3364
150,2,0.9800000190734864,8,0.348044
150,4,0.9800000190734864,8,0.365822
150,4,0.9800000190734864,8,0.362089
150,3,0.9800000190734864,8,0.361244
150,6,0.9800000190734864,8,0.3408
150,6,0.9800000190734864,8,0.338533
150,4,0.9800000190734864,8,0.362889
150,6,0.9800000190734864,8,0.348889
150,6,0.9800000190734864,8,0.343156
150,5,0.9800000190734864,8,0.350222
150,4,0.9800000190734864,8,0.355822
150,2,0.9800000190734864,8,0.344178
150,2,0.9800000190734864,8,0.345422
150,6,0.9800000190734864,8,0.338044
150,3,0.9800000190734864,8,0.362978
150,2,0.9800000190734864,8,0.345778
150,2,0.9800000190734864,8,0.349422
150,2,0.9800000190734864,8,0.338444
150,4,0.9800000190734864,8,0.356
150,5,0.9800000190734864,8,0.346089
150,5,0.9800000190734864,8,0.347467
150,5,0.9800000190734864,8,0.357778
150,2,0.9800000190734864,8,0.352089
150,6,0.9800000190734864,8,0.345333
150,4,0.9800000190734864,8,0.360178
150,2,0.9800000190734864,8,0.349156
150,4,0.9800000190734864,8,0.361644
150,6,0.9800000190734864,8,0.342533
150,5,0.9800000190734864,8,0.356978
150,2,0.9800000190734864,8,0.341067
150,3,0.9800000190734864,8,0.371822
150,3,0.9800000190734864,8,0.373156
150,4,0.9800000190734864,8,0.356311
150,5,0.9800000190734864,8,0.348756
150,2,0.9800000190734864,8,0.355378
150,2,0.9800000190734864,8,0.3416
150,2,0.9800000190734864,8,0.354311
150,6,0.9800000190734864,8,0.334222
150,5,0.9800000190734864,8,0.354356
150,5,0.9800000190734864,8,0.3552
150,6,0.9800000190734864,8,0.341156
150,2,0.9800000190734864,8,0.344489
150,5,0.9800000190734864,8,0.350444
150,6,0.9800000190734864,8,0.341111
150,6,0.9800000190734864,8,0.342089
150,3,0.9800000190734864,8,0.359333
150,4,0.9800000190734864,8,0.358311
150,6,0.9800000190734864,8,0.339911
150,2,0.9800000190734864,8,0.346133
150,6,0.9800000190734864,8,0.334711
150,4,0.9800000190734864,8,0.357333
150,6,0.9800000190734864,8,0.344089
150,4,0.9800000190734864,8,0.357822
150,4,0.9800000190734864,8,0.355778
150,3,0.9800000190734864,8,0.363422
150,6,0.9800000190734864,8,0.345422
150,5,0.9800000190734864,8,0.357733
150,6,0.9800000190734864,8,0.345822
150,6,0.9800000190734864,8,0.339289
150,4,0.9800000190734864,8,0.361156
150,3,0.9800000190734864,8,0.365689
150,5,0.9800000190734864,8,0.348267
150,5,0.9800000190734864,8,0.3444
150,6,0.9800000190734864,8,0.340311
150,6,0.9800000190734864,8,0.341956
150,4,0.9800000190734864,8,0.352622
150,5,0.9800000190734864,8,0.346044
150,4,0.9800000190734864,8,0.366089
150,2,0.9800000190734864,8,0.347956
150,2,0.9800000190734864,8,0.348222
150,4,0.9800000190734864,8,0.358356
150,4,0.9800000190734864,8,0.357289
150,2,0.9800000190734864,8,0.354
150,6,0.9800000190734864,8,0.338089
150,5,0.9800000190734864,8,0.358267
150,6,0.9800000190734864,8,0.341644
150,3,0.9800000190734864,8,0.359867
150,4,0.9800000190734864,8,0.365511
150,3,0.9800000190734864,8,0.367556
150,5,0.9800000190734864,8,0.351733
150,5,0.9800000190734864,8,0.346444
150,4,0.9800000190734864,8,0.363156
150,4,0.9800000190734864,8,0.359156
150,6,0.9800000190734864,8,0.341956
150,2,0.9800000190734864,8,0.352578
150,6,0.9800000190734864,8,0.343378
150,3,0.9800000190734864,8,0.356667
150,2,0.9800000190734864,8,0.356844
150,5,0.9800000190734864,8,0.3436
150,4,0.9800000190734864,8,0.358533
150,2,0.9800000190734864,8,0.340622
150,6,0.9800000190734864,8,0.344044
150,4,0.9800000190734864,8,0.354311
150,6,0.9800000190734864,8,0.344356
150,5,0.9800000190734864,8,0.352044
150,5,0.9800000190734864,8,0.349822
150,3,0.9800000190734864,8,0.367511
150,4,0.9800000190734864,8,0.364133
150,4,0.9800000190734864,8,0.353644
150,6,0.9800000190734864,8,0.341156
150,4,0.9800000190734864,8,0.359067
150,4,0.9800000190734864,8,0.361822
150,6,0.9800000190734864,8,0.340133
150,6,0.9800000190734864,8,0.349511
150,4,0.9800000190734864,8,0.361822
150,5,0.9800000190734864,8,0.352267
150,2,0.9800000190734864,8,0.345467
150,5,0.9800000190734864,8,0.347511
150,2,0.9800000190734864,8,0.3444
150,3,0.9800000190734864,8,0.363556
150,2,0.9800000190734864,8,0.343511
150,3,0.9800000190734864,8,0.356489
150,4,0.9800000190734864,8,0.362089
150,3,0.9800000190734864,8,0.364667
150,4,0.9800000190734864,8,0.362933
150,6,0.9800000190734864,8,0.333956
150,4,0.9800000190734864,8,0.359067
150,4,0.9800000190734864,8,0.364756
150,4,0.9800000190734864,8,0.359022
150,6,0.9800000190734864,8,0.343333
150,5,0.9800000190734864,8,0.351467
150,3,0.9800000190734864,8,0.360356
150,2,0.9800000190734864,8,0.349467
150,4,0.9800000190734864,8,0.3576
150,3,0.9800000190734864,8,0.358044
150,4,0.9800000190734864,8,0.3548
150,4,0.9800000190734864,8,0.358533
150,6,0.9800000190734864,8,0.347689
150,6,0.9800000190734864,8,0.342933
150,4,0.9800000190734864,8,0.363244
150,4,0.9800000190734864,8,0.353067
150,2,0.9800000190734864,8,0.346844
150,4,0.9800000190734864,8,0.358133
150,4,0.9800000190734864,8,0.355867
150,6,0.9800000190734864,8,0.340533
150,4,0.9800000190734864,8,0.3692
150,2,0.9800000190734864,8,0.352756
150,6,0.9800000190734864,8,0.342267
150,6,0.9800000190734864,8,0.341467
150,6,0.9800000190734864,8,0.345111
150,3,0.9800000190734864,8,0.371822
150,4,0.9800000190734864,8,0.359289
150,2,0.9800000190734864,8,0.350489
150,6,0.9800000190734864,8,0.342267
150,5,0.9800000190734864,8,0.356356
150,5,0.9800000190734864,8,0.350356
150,5,0.9800000190734864,8,0.349822
150,2,0.9800000190734864,8,0.343867
150,5,0.9800000190734864,8,0.349067
150,5,0.9800000190734864,8,0.346711
150,5,0.9800000190734864,8,0.345156
150,2,0.9800000190734864,8,0.355511
150,3,0.9800000190734864,8,0.361156
150,6,0.9800000190734864,8,0.341244
150,5,0.9800000190734864,8,0.353822
150,6,0.9800000190734864,8,0.336178
150,6,0.9800000190734864,8,0.345867
150,4,0.9800000190734864,8,0.348356
150,4,0.9800000190734864,8,0.3628
150,3,0.9800000190734864,8,0.357778
150,6,0.9800000190734864,8,0.334844
150,6,0.9800000190734864,8,0.345244
150,2,0.9800000190734864,8,0.348711
150,3,0.9800000190734864,8,0.362444
150,4,0.9800000190734864,8,0.363289
150,5,0.9800000190734864,8,0.359333
150,5,0.9800000190734864,8,0.352533
150,3,0.9800000190734864,8,0.354844
150,4,0.9800000190734864,8,0.357467
150,2,0.9800000190734864,8,0.350844
150,5,0.9800000190734864,8,0.350711
150,6,0.9800000190734864,8,0.345467
150,2,0.9800000190734864,8,0.354844
150,6,0.9800000190734864,8,0.344711
150,3,0.9800000190734864,8,0.361111
150,5,0.9800000190734864,8,0.350933
150,4,0.9800000190734864,8,0.3588
150,4,0.9800000190734864,8,0.3608
150,6,0.9800000190734864,8,0.345244
150,3,0.9800000190734864,8,0.364222
150,4,0.9800000190734864,8,0.354444
150,3,0.9800000190734864,8,0.367644
150,5,0.9800000190734864,8,0.346356
150,6,0.9800000190734864,8,0.343467
150,6,0.9800000190734864,8,0.344622
150,2,0.9800000190734864,8,0.3484
150,2,0.9800000190734864,8,0.35
150,2,0.9800000190734864,8,0.348356
150,4,0.9800000190734864,8,0.363867
150,3,0.9800000190734864,8,0.360978
150,4,0.9800000190734864,8,0.359467
150,5,0.9800000190734864,8,0.350178
150,6,0.9800000190734864,8,0.342933
150,4,0.9800000190734864,8,0.358489
150,4,0.9800000190734864,8,0.357556
150,4,0.9800000190734864,8,0.355556
150,3,0.9800000190734864,8,0.369778
150,2,0.9800000190734864,8,0.3388
150,2,0.9800000190734864,8,0.345778
150,5,0.9800000190734864,8,0.340489
150,5,0.9800000190734864,8,0.351556
150,3,0.9800000190734864,8,0.361956
150,6,0.9800000190734864,8,0.343556
150,2,0.9800000190734864,8,0.351689
150,6,0.9800000190734864,8,0.345156
150,2,0.9800000190734864,8,0.349067
150,6,0.9800000190734864,8,0.340756
150,2,0.9800000190734864,8,0.339778
150,5,0.9800000190734864,8,0.351378
150,3,0.9800000190734864,8,0.354667
150,4,0.9800000190734864,8,0.359733
150,3,0.9800000190734864,8,0.3552
150,2,0.9800000190734864,8,0.346889
150,2,0.9800000190734864,8,0.350533
150,3,0.9800000190734864,8,0.359867
150,5,0.9800000190734864,8,0.349511
150,5,0.9800000190734864,8,0.351644
150,6,0.9800000190734864,8,0.3448
150,4,0.9800000190734864,8,0.351067
150,5,0.9800000190734864,8,0.354133
150,6,0.9800000190734864,8,0.342089
150,4,0.9800000190734864,8,0.356578
150,5,0.9800000190734864,8,0.3576
150,2,0.9800000190734864,8,0.349289
150,5,0.9800000190734864,8,0.351422
150,6,0.9800000190734864,8,0.338622
150,4,0.9800000190734864,8,0.361689
150,5,0.9800000190734864,8,0.340844
150,6,0.9800000190734864,8,0.339156
150,6,0.9800000190734864,8,0.341956
150,4,0.9800000190734864,8,0.360533
150,6,0.9800000190734864,8,0.341911
150,6,0.9800000190734864,8,0.348444
150,6,0.9800000190734864,8,0.340844
150,3,0.9800000190734864,8,0.364044
150,6,0.9800000190734864,8,0.345022
150,5,0.9800000190734864,8,0.348444
150,5,0.9800000190734864,8,0.346089
150,4,0.9800000190734864,8,0.354
150,4,0.9800000190734864,8,0.365689
150,5,0.9800000190734864,8,0.3508
150,6,0.9800000190734864,8,0.3424
150,2,0.9800000190734864,8,0.349822
150,6,0.9800000190734864,8,0.346489
150,4,0.9800000190734864,8,0.364489
150,3,0.9800000190734864,8,0.364978
150,2,0.9800000190734864,8,0.348444
150,2,0.9800000190734864,8,0.350267
150,2,0.9800000190734864,8,0.352044
150,5,0.9800000190734864,8,0.347867
150,6,0.9800000190734864,8,0.338089
150,6,0.9800000190734864,8,0.340089
150,3,0.9800000190734864,8,0.366178
150,3,0.9800000190734864,8,0.3612
150,6,0.9800000190734864,8,0.343733
150,4,0.9800000190734864,8,0.362622
150,2,0.9800000190734864,8,0.354
150,2,0.9800000190734864,8,0.353467
150,3,0.9800000190734864,8,0.360311
150,6,0.9800000190734864,8,0.343822
150,3,0.9800000190734864,8,0.368267
150,4,0.9800000190734864,8,0.36
150,4,0.9800000190734864,8,0.364844
150,4,0.9800000190734864,8,0.354933
150,3,0.9800000190734864,8,0.368044
150,2,0.9800000190734864,8,0.335778
150,5,0.9800000190734864,8,0.353111
150,6,0.9800000190734864,8,0.346933
150,4,0.9800000190734864,8,0.360667
150,3,0.9800000190734864,8,0.356356
150,2,0.9800000190734864,8,0.336489
150,6,0.9800000190734864,8,0.342267
150,3,0.9800000190734864,8,0.368044
150,2,0.9800000190734864,8,0.351067
150,3,0.9800000190734864,8,0.362222
150,5,0.9800000190734864,8,0.348711
150,5,0.9800000190734864,8,0.349822
150,5,0.9800000190734864,8,0.353733
150,3,0.9800000190734864,8,0.356533
150,2,0.9800000190734864,8,0.353822
150,4,0.9800000190734864,8,0.360844
150,3,0.9800000190734864,8,0.372178
150,3,0.9800000190734864,8,0.368267
150,6,0.9800000190734864,8,0.334533
150,2,0.9800000190734864,8,0.346933
150,3,0.9800000190734864,8,0.369822
150,5,0.9800000190734864,8,0.348756
150,3,0.9800000190734864,8,0.355022
150,4,0.9800000190734864,8,0.360844
150,3,0.9800000190734864,8,0.364311
150,6,0.9800000190734864,8,0.338311
150,4,0.9800000190734864,8,0.360178
150,5,0.9800000190734864,8,0.350756
150,2,0.9800000190734864,8,0.350444
150,6,0.9800000190734864,8,0.343156
150,5,0.9800000190734864,8,0.346844
150,2,0.9800000190734864,8,0.343689
150,3,0.9800000190734864,8,0.357422
150,2,0.9800000190734864,8,0.347867
150,3,0.9800000190734864,8,0.364222
150,4,0.9800000190734864,8,0.359067
150,5,0.9800000190734864,8,0.348667
150,4,0.9800000190734864,8,0.354267
150,2,0.9800000190734864,8,0.35
150,2,0.9800000190734864,8,0.343556
150,4,0.9800000190734864,8,0.357644
150,6,0.9800000190734864,8,0.339467
150,2,0.9800000190734864,8,0.347467
150,4,0.9800000190734864,8,0.350889
150,4,0.9800000190734864,8,0.359378
150,5,0.9800000190734864,8,0.3504
150,6,0.9800000190734864,8,0.340311
150,3,0.9800000190734864,8,0.362622
150,2,0.9800000190734864,8,0.347333
150,5,0.9800000190734864,8,0.350578
150,6,0.9800000190734864,8,0.345111
150,4,0.9800000190734864,8,0.357733
150,6,0.9800000190734864,8,0.345156
150,3,0.9800000190734864,8,0.363511
150,3,0.9800000190734864,8,0.3564
150,4,0.9800000190734864,8,0.363289
150,3,0.9800000190734864,8,0.367289
150,2,0.9800000190734864,8,0.344133
150,2,0.9800000190734864,8,0.355511
150,3,0.9800000190734864,8,0.372889
150,4,0.9800000190734864,8,0.350311
150,2,0.9800000190734864,8,0.356756
150,3,0.9800000190734864,8,0.364444
150,2,0.9800000190734864,8,0.346711
150,6,0.9800000190734864,8,0.342933
150,4,0.9800000190734864,8,0.358978
150,2,0.9800000190734864,8,0.350533
150,4,0.9800000190734864,8,0.357378
150,6,0.9800000190734864,8,0.3372
150,6,0.9800000190734864,8,0.340489
150,3,0.9800000190734864,8,0.360311
150,2,0.9800000190734864,8,0.360089
150,6,0.9800000190734864,8,0.334044
150,5,0.9800000190734864,8,0.352
150,4,0.9800000190734864,8,0.364178
150,4,0.9800000190734864,8,0.367778
150,3,0.9800000190734864,8,0.370889
150,6,0.9800000190734864,8,0.3452
150,6,0.9800000190734864,8,0.344667
150,5,0.9800000190734864,8,0.352178
150,3,0.9800000190734864,8,0.362756
150,3,0.9800000190734864,8,0.362622
