trial,efficiency,steps,coverage_pct,agents,repulsion_g
1,1.612203,59,95.12,300,1
2,1.728727,55,95.08,300,1
3,1.672982,57,95.36,300,1
4,1.583333,60,95.00,300,1
5,1.979167,48,95.00,300,1
6,1.697143,56,95.04,300,1
7,1.699286,56,95.16,300,1
8,1.560000,61,95.16,300,1
9,1.378551,69,95.12,300,1
10,1.586000,60,95.16,300,1
11,1.564590,61,95.44,300,1
12,1.400588,68,95.24,300,1
13,1.612881,59,95.16,300,1
14,1.705000,56,95.48,300,1
15,1.644138,58,95.36,300,1
16,1.643448,58,95.32,300,1
17,1.669474,57,95.16,300,1
18,1.507937,63,95.00,300,1
19,1.377391,69,95.04,300,1
20,1.669474,57,95.16,300,1
21,1.487500,64,95.20,300,1
22,1.358286,70,95.08,300,1
23,1.442424,66,95.20,300,1
24,1.642759,58,95.28,300,1
25,1.583333,60,95.00,300,1
26,1.796981,53,95.24,300,1
27,1.699286,56,95.16,300,1
28,1.700714,56,95.24,300,1
29,1.284865,74,95.08,300,1
30,1.728727,55,95.08,300,1
31,1.417910,67,95.00,300,1
32,1.532903,62,95.04,300,1
33,1.728727,55,95.08,300,1
34,1.729455,55,95.12,300,1
35,1.641379,58,95.20,300,1
36,1.641379,58,95.20,300,1
37,1.641379,58,95.20,300,1
38,1.614915,59,95.28,300,1
39,1.645517,58,95.44,300,1
40,1.729455,55,95.12,300,1
41,1.700714,56,95.24,300,1
42,1.560656,61,95.20,300,1
43,1.487500,64,95.20,300,1
44,1.671579,57,95.28,300,1
45,1.672982,57,95.36,300,1
46,1.668070,57,95.08,300,1
47,1.729455,55,95.12,300,1
48,1.491250,64,95.44,300,1
49,1.485625,64,95.08,300,1
50,1.509841,63,95.12,300,1
51,1.830000,52,95.16,300,1
52,1.666667,57,95.00,300,1
53,1.508571,63,95.04,300,1
54,1.588000,60,95.28,300,1
55,1.640690,58,95.16,300,1
56,1.445455,66,95.40,300,1
57,1.639310,58,95.08,300,1
58,1.585333,60,95.12,300,1
59,1.559344,61,95.12,300,1
60,1.507937,63,95.00,300,1
61,1.586000,60,95.16,300,1
62,1.584667,60,95.08,300,1
63,1.736727,55,95.52,300,1
64,1.561967,61,95.28,300,1
65,1.639310,58,95.08,300,1
66,1.667368,57,95.04,300,1
67,1.759259,54,95.00,300,1
68,1.400000,68,95.20,300,1
69,1.614915,59,95.28,300,1
70,1.731636,55,95.24,300,1
71,1.509206,63,95.08,300,1
72,1.584667,60,95.08,300,1
73,1.700000,56,95.20,300,1
74,1.759259,54,95.00,300,1
75,1.832308,52,95.28,300,1
76,1.765926,54,95.36,300,1
77,1.320556,72,95.08,300,1
78,1.614237,59,95.24,300,1
79,1.561311,61,95.24,300,1
80,1.584000,60,95.04,300,1
81,1.467077,65,95.36,300,1
82,1.699286,56,95.16,300,1
83,1.536129,62,95.24,300,1
84,1.533548,62,95.08,300,1
85,1.796981,53,95.24,300,1
86,1.612203,59,95.12,300,1
87,1.792453,53,95.00,300,1
88,1.644138,58,95.36,300,1
89,1.464615,65,95.20,300,1
90,1.641379,58,95.20,300,1
91,1.796981,53,95.24,300,1
92,1.588000,60,95.28,300,1
93,1.612881,59,95.16,300,1
94,1.796226,53,95.20,300,1
95,1.729455,55,95.12,300,1
96,1.641379,58,95.20,300,1
97,1.560656,61,95.20,300,1
98,1.441212,66,95.12,300,1
99,1.584667,60,95.08,300,1
100,1.905600,50,95.28,300,1
101,1.728000,55,95.04,300,1
102,1.440606,66,95.08,300,1
103,1.697143,56,95.04,300,1
104,1.669474,57,95.16,300,1
105,1.699286,56,95.16,300,1
106,1.463385,65,95.12,300,1
107,1.534194,62,95.12,300,1
108,1.533548,62,95.08,300,1
109,1.558689,61,95.08,300,1
110,1.905600,50,95.28,300,1
111,1.359429,70,95.16,300,1
112,1.637931,58,95.00,300,1
113,1.793962,53,95.08,300,1
114,1.559344,61,95.12,300,1
115,1.760741,54,95.08,300,1
116,1.614915,59,95.28,300,1
117,1.611525,59,95.08,300,1
118,1.733091,55,95.32,300,1
119,1.696429,56,95.00,300,1
120,1.949388,49,95.52,300,1
121,1.826923,52,95.00,300,1
122,1.730909,55,95.20,300,1
123,1.588000,60,95.28,300,1
124,1.642759,58,95.28,300,1
125,1.362857,70,95.40,300,1
126,1.640690,58,95.16,300,1
127,1.759259,54,95.00,300,1
128,1.835385,52,95.44,300,1
129,1.532903,62,95.04,300,1
130,1.537419,62,95.32,300,1
131,1.611525,59,95.08,300,1
132,1.871373,51,95.44,300,1
133,1.733091,55,95.32,300,1
134,1.666667,57,95.00,300,1
135,1.641379,58,95.20,300,1
136,1.765926,54,95.36,300,1
137,1.677895,57,95.64,300,1
138,1.640000,58,95.12,300,1
139,1.509841,63,95.12,300,1
140,1.733818,55,95.36,300,1
141,1.583333,60,95.00,300,1
142,1.697143,56,95.04,300,1
143,1.561311,61,95.24,300,1
144,1.640690,58,95.16,300,1
145,1.586000,60,95.16,300,1
146,1.730909,55,95.20,300,1
147,1.614915,59,95.28,300,1
148,1.730182,55,95.16,300,1
149,1.675088,57,95.48,300,1
150,1.561967,61,95.28,300,1
151,1.829231,52,95.12,300,1
152,1.584667,60,95.08,300,1
153,1.537419,62,95.32,300,1
154,1.730909,55,95.20,300,1
155,1.563279,61,95.36,300,1
156,1.670175,57,95.20,300,1
157,1.563279,61,95.36,300,1
158,1.792453,53,95.00,300,1
159,1.534194,62,95.12,300,1
160,1.697143,56,95.04,300,1
161,1.729455,55,95.12,300,1
162,1.730909,55,95.20,300,1
163,1.642069,58,95.24,300,1
164,1.377391,69,95.04,300,1
165,1.425075,67,95.48,300,1
166,1.586667,60,95.20,300,1
167,1.612881,59,95.16,300,1
168,1.697857,56,95.08,300,1
169,1.440000,66,95.04,300,1
170,1.535484,62,95.20,300,1
171,1.642069,58,95.24,300,1
172,1.642069,58,95.24,300,1
173,1.729455,55,95.12,300,1
174,1.534839,62,95.16,300,1
175,1.696429,56,95.00,300,1
176,1.420896,67,95.20,300,1
177,1.668070,57,95.08,300,1
178,1.538710,62,95.40,300,1
179,1.674386,57,95.44,300,1
180,1.614915,59,95.28,300,1
181,1.397647,68,95.04,300,1
182,1.731636,55,95.24,300,1
183,1.439394,66,95.00,300,1
184,1.464000,65,95.16,300,1
185,1.642759,58,95.28,300,1
186,1.644138,58,95.36,300,1
187,1.561967,61,95.28,300,1
188,1.358286,70,95.08,300,1
