trial,efficiency,steps,coverage_pct,agents,repulsion_g
1,1.033913,92,95.12,150,2
2,0.925049,103,95.28,150,2
3,0.971429,98,95.20,150,2
4,0.955200,100,95.52,150,2
5,1.012340,94,95.16,150,2
6,0.906286,105,95.16,150,2
7,0.840708,113,95.00,150,2
8,0.766129,124,95.00,150,2
9,1.013191,94,95.24,150,2
10,1.022366,93,95.08,150,2
11,0.918077,104,95.48,150,2
12,0.904762,105,95.00,150,2
13,0.915000,104,95.16,150,2
14,1.003368,95,95.32,150,2
15,0.834737,114,95.16,150,2
16,0.943366,101,95.28,150,2
17,0.812308,117,95.04,150,2
18,0.904762,105,95.00,150,2
19,0.990417,96,95.08,150,2
20,1.017021,94,95.60,150,2
21,0.915385,104,95.20,150,2
22,1.035217,92,95.24,150,2
23,1.024086,93,95.24,150,2
24,0.896981,106,95.08,150,2
25,0.880370,108,95.08,150,2
26,0.940594,101,95.00,150,2
27,0.798655,119,95.04,150,2
28,0.981031,97,95.16,150,2
29,0.922718,103,95.04,150,2
30,0.990000,96,95.04,150,2
31,0.971429,98,95.20,150,2
32,1.034348,92,95.16,150,2
33,0.990417,96,95.08,150,2
34,0.931373,102,95.00,150,2
35,1.070112,89,95.24,150,2
36,1.024516,93,95.28,150,2
37,0.924272,103,95.20,150,2
38,0.970204,98,95.08,150,2
39,0.913462,104,95.00,150,2
40,0.970204,98,95.08,150,2
41,0.842478,113,95.20,150,2
42,0.793333,120,95.20,150,2
43,0.914231,104,95.08,150,2
44,0.880000,108,95.04,150,2
45,0.959596,99,95.00,150,2
46,0.913462,104,95.00,150,2
47,0.924660,103,95.24,150,2
48,0.971020,98,95.16,150,2
49,0.923107,103,95.08,150,2
50,0.871560,109,95.00,150,2
51,1.033478,92,95.08,150,2
52,1.047033,91,95.28,150,2
53,0.905143,105,95.04,150,2
54,1.068764,89,95.12,150,2
55,0.925825,103,95.36,150,2
56,0.827826,115,95.20,150,2
57,0.898491,106,95.24,150,2
58,0.818966,116,95.00,150,2
59,0.871927,109,95.04,150,2
60,0.772683,123,95.04,150,2
61,0.979794,97,95.04,150,2
62,0.970612,98,95.12,150,2
63,0.907429,105,95.28,150,2
64,0.970612,98,95.12,150,2
65,0.890093,107,95.24,150,2
66,1.069213,89,95.16,150,2
67,0.934118,102,95.28,150,2
68,0.737364,129,95.12,150,2
69,0.833333,114,95.00,150,2
70,0.864000,110,95.04,150,2
71,0.950000,100,95.00,150,2
72,0.905143,105,95.04,150,2
73,0.874128,109,95.28,150,2
74,0.932941,102,95.16,150,2
75,0.915000,104,95.16,150,2
76,0.994167,96,95.44,150,2
77,0.834035,114,95.08,150,2
78,0.881852,108,95.24,150,2
79,0.725191,131,95.00,150,2
80,0.994583,96,95.48,150,2
81,0.840708,113,95.00,150,2
82,1.000842,95,95.08,150,2
83,1.012340,94,95.16,150,2
84,0.981856,97,95.24,150,2
85,0.887850,107,95.00,150,2
86,0.872661,109,95.12,150,2
87,0.880741,108,95.12,150,2
88,0.970204,98,95.08,150,2
89,0.820000,116,95.12,150,2
90,0.960808,99,95.12,150,2
91,0.888972,107,95.12,150,2
92,0.880370,108,95.08,150,2
93,0.951600,100,95.16,150,2
94,0.940594,101,95.00,150,2
95,0.961616,99,95.20,150,2
96,1.003368,95,95.32,150,2
97,0.827130,115,95.12,150,2
98,0.907048,105,95.24,150,2
99,0.952400,100,95.24,150,2
100,0.848214,112,95.00,150,2
101,0.871927,109,95.04,150,2
102,0.872294,109,95.08,150,2
103,0.905143,105,95.04,150,2
104,0.793333,120,95.20,150,2
105,0.989583,96,95.00,150,2
106,0.879630,108,95.00,150,2
107,0.954400,100,95.44,150,2
108,0.932549,102,95.12,150,2
109,0.905524,105,95.08,150,2
110,0.969388,98,95.00,150,2
111,0.922718,103,95.04,150,2
112,1.082273,88,95.24,150,2
113,0.950400,100,95.04,150,2
114,0.750236,127,95.28,150,2
115,0.960000,99,95.04,150,2
116,0.907810,105,95.32,150,2
117,0.990833,96,95.12,150,2
118,0.917308,104,95.40,150,2
119,1.048352,91,95.40,150,2
120,0.972245,98,95.28,150,2
121,0.951200,100,95.12,150,2
122,0.960000,99,95.04,150,2
123,1.130952,84,95.00,150,2
124,0.916154,104,95.28,150,2
125,0.917308,104,95.40,150,2
126,0.888224,107,95.04,150,2
127,1.071011,89,95.32,150,2
128,0.899245,106,95.32,150,2
129,0.969796,98,95.04,150,2
130,0.933725,102,95.24,150,2
131,0.915385,104,95.20,150,2
132,1.043956,91,95.00,150,2
133,0.850357,112,95.24,150,2
134,0.842832,113,95.24,150,2
135,1.000421,95,95.04,150,2
136,0.915000,104,95.16,150,2
137,0.923883,103,95.16,150,2
138,0.990417,96,95.08,150,2
139,0.914231,104,95.08,150,2
