trial,efficiency,steps,coverage_pct,agents,repulsion_g
1,1.699286,56,95.16,300,1.75
2,1.760741,54,95.08,300,1.75
3,1.830000,52,95.16,300,1.75
4,1.760741,54,95.08,300,1.75
5,1.836923,52,95.52,300,1.75
6,1.797736,53,95.28,300,1.75
7,1.869020,51,95.32,300,1.75
8,1.762963,54,95.20,300,1.75
9,1.417910,67,95.00,300,1.75
10,1.558033,61,95.04,300,1.75
11,1.864314,51,95.08,300,1.75
12,1.800000,53,95.40,300,1.75
13,1.796981,53,95.24,300,1.75
14,1.670175,57,95.20,300,1.75
15,1.672281,57,95.32,300,1.75
16,1.827692,52,95.04,300,1.75
17,1.867451,51,95.24,300,1.75
18,1.759259,54,95.00,300,1.75
19,1.830769,52,95.20,300,1.75
20,2.027234,47,95.28,300,1.75
21,1.700000,56,95.20,300,1.75
22,1.641379,58,95.20,300,1.75
23,1.733091,55,95.32,300,1.75
24,1.793962,53,95.08,300,1.75
25,2.270476,42,95.36,300,1.75
26,2.116444,45,95.24,300,1.75
27,1.462769,65,95.08,300,1.75
28,1.357143,70,95.00,300,1.75
29,1.832308,52,95.28,300,1.75
30,1.439394,66,95.00,300,1.75
31,1.764444,54,95.28,300,1.75
32,1.946939,49,95.40,300,1.75
33,1.668070,57,95.08,300,1.75
34,1.672982,57,95.36,300,1.75
35,1.906400,50,95.32,300,1.75
36,1.728727,55,95.08,300,1.75
37,1.987500,48,95.40,300,1.75
38,1.905600,50,95.28,300,1.75
39,1.989167,48,95.48,300,1.75
40,1.642759,58,95.28,300,1.75
41,1.583333,60,95.00,300,1.75
42,1.558033,61,95.04,300,1.75
43,1.796981,53,95.24,300,1.75
44,1.584667,60,95.08,300,1.75
45,1.727273,55,95.00,300,1.75
46,1.762222,54,95.16,300,1.75
47,1.699286,56,95.16,300,1.75
48,1.833077,52,95.32,300,1.75
49,1.941224,49,95.12,300,1.75
50,1.586667,60,95.20,300,1.75
51,1.733818,55,95.36,300,1.75
52,1.940408,49,95.08,300,1.75
53,2.161818,44,95.12,300,1.75
54,1.465231,65,95.24,300,1.75
55,1.668772,57,95.12,300,1.75
56,1.760000,54,95.04,300,1.75
57,1.762963,54,95.20,300,1.75
58,1.642759,58,95.28,300,1.75
59,1.668070,57,95.08,300,1.75
60,1.738182,55,95.60,300,1.75
61,1.908800,50,95.44,300,1.75
62,1.762222,54,95.16,300,1.75
63,1.612881,59,95.16,300,1.75
64,1.833077,52,95.32,300,1.75
65,1.727273,55,95.00,300,1.75
66,1.728727,55,95.08,300,1.75
67,1.610169,59,95.00,300,1.75
68,1.868235,51,95.28,300,1.75
69,1.666667,57,95.00,300,1.75
70,1.732364,55,95.28,300,1.75
71,1.731636,55,95.24,300,1.75
72,1.864314,51,95.08,300,1.75
73,1.727273,55,95.00,300,1.75
74,1.730909,55,95.20,300,1.75
75,1.439394,66,95.00,300,1.75
76,1.828462,52,95.08,300,1.75
77,1.830000,52,95.16,300,1.75
78,1.698571,56,95.12,300,1.75
79,1.793962,53,95.08,300,1.75
80,1.640690,58,95.16,300,1.75
81,1.799245,53,95.36,300,1.75
82,1.640690,58,95.16,300,1.75
83,1.670877,57,95.24,300,1.75
84,1.829231,52,95.12,300,1.75
85,1.675088,57,95.48,300,1.75
86,1.903200,50,95.16,300,1.75
87,1.760000,54,95.04,300,1.75
88,2.028936,47,95.36,300,1.75
89,1.826923,52,95.00,300,1.75
90,1.826923,52,95.00,300,1.75
91,1.670877,57,95.24,300,1.75
92,1.765185,54,95.32,300,1.75
93,1.938776,49,95.00,300,1.75
94,1.729455,55,95.12,300,1.75
95,1.699286,56,95.16,300,1.75
96,1.704286,56,95.44,300,1.75
97,1.982500,48,95.16,300,1.75
98,1.668772,57,95.12,300,1.75
99,1.797736,53,95.28,300,1.75
100,1.796981,53,95.24,300,1.75
101,1.418507,67,95.04,300,1.75
102,1.638621,58,95.04,300,1.75
103,1.904800,50,95.24,300,1.75
104,1.942041,49,95.16,300,1.75
105,1.905600,50,95.28,300,1.75
106,1.642069,58,95.24,300,1.75
107,1.981667,48,95.12,300,1.75
108,1.732364,55,95.28,300,1.75
109,1.796226,53,95.20,300,1.75
110,1.538065,62,95.36,300,1.75
111,1.728727,55,95.08,300,1.75
112,1.667368,57,95.04,300,1.75
113,1.760000,54,95.04,300,1.75
114,1.942041,49,95.16,300,1.75
115,2.079130,46,95.64,300,1.75
116,1.670877,57,95.24,300,1.75
117,1.584000,60,95.04,300,1.75
118,1.792453,53,95.00,300,1.75
119,1.610847,59,95.04,300,1.75
120,1.862745,51,95.00,300,1.75
121,1.613559,59,95.20,300,1.75
122,1.830769,52,95.20,300,1.75
123,1.908000,50,95.40,300,1.75
124,1.668772,57,95.12,300,1.75
125,1.670175,57,95.20,300,1.75
126,1.903200,50,95.16,300,1.75
127,2.027234,47,95.28,300,1.75
128,1.728727,55,95.08,300,1.75
129,1.830000,52,95.16,300,1.75
130,1.612203,59,95.12,300,1.75
131,1.462154,65,95.04,300,1.75
132,1.611525,59,95.08,300,1.75
133,1.669474,57,95.16,300,1.75
134,1.731636,55,95.24,300,1.75
135,1.765185,54,95.32,300,1.75
136,1.834615,52,95.40,300,1.75
137,1.829231,52,95.12,300,1.75
138,1.796981,53,95.24,300,1.75
139,1.487500,64,95.20,300,1.75
140,1.533548,62,95.08,300,1.75
141,1.864314,51,95.08,300,1.75
142,1.766667,54,95.40,300,1.75
143,1.901600,50,95.08,300,1.75
144,1.868235,51,95.28,300,1.75
145,1.668070,57,95.08,300,1.75
146,2.112000,45,95.04,300,1.75
147,1.732364,55,95.28,300,1.75
148,1.985000,48,95.28,300,1.75
149,1.610847,59,95.04,300,1.75
150,1.760000,54,95.04,300,1.75
151,1.830000,52,95.16,300,1.75
152,1.668070,57,95.08,300,1.75
153,1.865882,51,95.16,300,1.75
154,1.867451,51,95.24,300,1.75
155,2.161818,44,95.12,300,1.75
156,1.794717,53,95.12,300,1.75
157,1.794717,53,95.12,300,1.75
158,1.867451,51,95.24,300,1.75
159,1.610847,59,95.04,300,1.75
160,1.980000,48,95.04,300,1.75
161,1.760000,54,95.04,300,1.75
162,1.616271,59,95.36,300,1.75
163,1.612881,59,95.16,300,1.75
164,1.980833,48,95.08,300,1.75
165,1.560656,61,95.20,300,1.75
166,1.588667,60,95.32,300,1.75
167,1.908800,50,95.44,300,1.75
168,1.644828,58,95.40,300,1.75
169,1.401176,68,95.28,300,1.75
170,1.697857,56,95.08,300,1.75
171,1.831538,52,95.24,300,1.75
172,1.991667,48,95.60,300,1.75
173,1.419701,67,95.12,300,1.75
174,1.610169,59,95.00,300,1.75
175,1.612203,59,95.12,300,1.75
176,1.667368,57,95.04,300,1.75
177,1.671579,57,95.28,300,1.75
178,1.536129,62,95.24,300,1.75
179,1.671579,57,95.28,300,1.75
180,1.670175,57,95.20,300,1.75
181,1.984167,48,95.24,300,1.75
182,1.697143,56,95.04,300,1.75
