trial,efficiency,steps,coverage_pct,agents,repulsion_g
1,2.023830,47,95.12,300,1.5
2,1.800000,53,95.40,300,1.5
3,1.639310,58,95.08,300,1.5
4,2.065217,46,95.00,300,1.5
5,1.759259,54,95.00,300,1.5
6,1.532258,62,95.00,300,1.5
7,1.536129,62,95.24,300,1.5
8,1.732364,55,95.28,300,1.5
9,1.534839,62,95.16,300,1.5
10,2.071304,46,95.28,300,1.5
11,1.862745,51,95.00,300,1.5
12,1.830769,52,95.20,300,1.5
13,1.900800,50,95.04,300,1.5
14,1.510476,63,95.16,300,1.5
15,1.737455,55,95.56,300,1.5
16,1.980000,48,95.04,300,1.5
17,1.830000,52,95.16,300,1.5
18,2.067826,46,95.12,300,1.5
19,1.801509,53,95.48,300,1.5
20,1.907200,50,95.36,300,1.5
21,1.672982,57,95.36,300,1.5
22,1.639310,58,95.08,300,1.5
23,1.829231,52,95.12,300,1.5
24,1.616271,59,95.36,300,1.5
25,1.699286,56,95.16,300,1.5
26,1.731636,55,95.24,300,1.5
27,1.536129,62,95.24,300,1.5
28,1.828462,52,95.08,300,1.5
29,1.796981,53,95.24,300,1.5
30,1.761481,54,95.12,300,1.5
31,2.026383,47,95.24,300,1.5
32,1.793962,53,95.08,300,1.5
33,1.802264,53,95.52,300,1.5
34,1.901600,50,95.08,300,1.5
35,1.666667,57,95.00,300,1.5
36,2.114667,45,95.16,300,1.5
37,1.906400,50,95.32,300,1.5
38,1.760000,54,95.04,300,1.5
39,1.981667,48,95.12,300,1.5
40,1.702143,56,95.32,300,1.5
41,1.906400,50,95.32,300,1.5
42,1.637931,58,95.00,300,1.5
43,1.864314,51,95.08,300,1.5
44,1.670175,57,95.20,300,1.5
45,1.908800,50,95.44,300,1.5
46,1.730909,55,95.20,300,1.5
47,1.865882,51,95.16,300,1.5
48,1.794717,53,95.12,300,1.5
49,1.794717,53,95.12,300,1.5
50,1.614915,59,95.28,300,1.5
51,1.508571,63,95.04,300,1.5
52,1.735273,55,95.44,300,1.5
53,1.984167,48,95.24,300,1.5
54,1.869804,51,95.36,300,1.5
55,2.163636,44,95.20,300,1.5
56,1.697857,56,95.08,300,1.5
57,2.111111,45,95.00,300,1.5
58,1.830769,52,95.20,300,1.5
59,1.945306,49,95.32,300,1.5
60,1.762963,54,95.20,300,1.5
61,1.794717,53,95.12,300,1.5
62,1.793962,53,95.08,300,1.5
63,1.866667,51,95.20,300,1.5
64,1.761481,54,95.12,300,1.5
65,1.907200,50,95.36,300,1.5
66,1.792453,53,95.00,300,1.5
67,1.793962,53,95.08,300,1.5
68,1.794717,53,95.12,300,1.5
69,1.910400,50,95.52,300,1.5
70,1.761481,54,95.12,300,1.5
71,1.485625,64,95.08,300,1.5
72,1.912800,50,95.64,300,1.5
73,1.796226,53,95.20,300,1.5
74,1.642759,58,95.28,300,1.5
75,1.946122,49,95.36,300,1.5
76,1.796226,53,95.20,300,1.5
77,1.980000,48,95.04,300,1.5
78,1.949388,49,95.52,300,1.5
79,1.830000,52,95.16,300,1.5
80,1.639310,58,95.08,300,1.5
81,1.827692,52,95.04,300,1.5
82,1.759259,54,95.00,300,1.5
83,1.902400,50,95.12,300,1.5
84,1.938776,49,95.00,300,1.5
85,1.763704,54,95.24,300,1.5
86,1.944490,49,95.28,300,1.5
87,1.762963,54,95.20,300,1.5
88,1.583333,60,95.00,300,1.5
89,1.900800,50,95.04,300,1.5
90,1.828462,52,95.08,300,1.5
91,1.833077,52,95.32,300,1.5
92,1.826923,52,95.00,300,1.5
93,1.640000,58,95.12,300,1.5
94,1.829231,52,95.12,300,1.5
95,1.637931,58,95.00,300,1.5
96,1.700714,56,95.24,300,1.5
97,1.762222,54,95.16,300,1.5
98,1.985000,48,95.28,300,1.5
99,1.828462,52,95.08,300,1.5
100,1.946122,49,95.36,300,1.5
101,1.669474,57,95.16,300,1.5
102,1.419104,67,95.08,300,1.5
103,1.830000,52,95.16,300,1.5
104,1.509206,63,95.08,300,1.5
105,1.764444,54,95.28,300,1.5
106,2.026383,47,95.24,300,1.5
107,1.671579,57,95.28,300,1.5
108,1.761481,54,95.12,300,1.5
109,2.069565,46,95.20,300,1.5
110,1.794717,53,95.12,300,1.5
111,1.827692,52,95.04,300,1.5
112,1.730182,55,95.16,300,1.5
113,1.765185,54,95.32,300,1.5
114,2.024681,47,95.16,300,1.5
115,1.981667,48,95.12,300,1.5
116,1.797736,53,95.28,300,1.5
117,1.908000,50,95.40,300,1.5
118,1.560656,61,95.20,300,1.5
119,1.462769,65,95.08,300,1.5
120,1.697143,56,95.04,300,1.5
121,1.462769,65,95.08,300,1.5
122,1.465231,65,95.24,300,1.5
123,1.794717,53,95.12,300,1.5
124,1.584000,60,95.04,300,1.5
125,1.865882,51,95.16,300,1.5
126,1.736000,55,95.48,300,1.5
127,1.697857,56,95.08,300,1.5
128,1.866667,51,95.20,300,1.5
129,1.703571,56,95.40,300,1.5
130,1.798491,53,95.32,300,1.5
131,1.666667,57,95.00,300,1.5
132,1.979167,48,95.00,300,1.5
133,1.945306,49,95.32,300,1.5
134,1.703571,56,95.40,300,1.5
135,1.764444,54,95.28,300,1.5
136,1.729455,55,95.12,300,1.5
137,1.699286,56,95.16,300,1.5
138,1.828462,52,95.08,300,1.5
139,1.439394,66,95.00,300,1.5
140,1.730909,55,95.20,300,1.5
141,1.733091,55,95.32,300,1.5
142,1.440000,66,95.04,300,1.5
143,1.938776,49,95.00,300,1.5
144,1.701429,56,95.28,300,1.5
145,1.587333,60,95.24,300,1.5
146,1.984167,48,95.24,300,1.5
147,1.907200,50,95.36,300,1.5
148,2.216744,43,95.32,300,1.5
149,1.643448,58,95.32,300,1.5
150,1.703571,56,95.40,300,1.5
151,1.760000,54,95.04,300,1.5
152,1.829231,52,95.12,300,1.5
153,1.794717,53,95.12,300,1.5
154,1.939592,49,95.04,300,1.5
155,1.560000,61,95.16,300,1.5
156,1.940408,49,95.08,300,1.5
157,2.022128,47,95.04,300,1.5
158,1.763704,54,95.24,300,1.5
159,1.763704,54,95.24,300,1.5
160,2.112000,45,95.04,300,1.5
161,1.342535,71,95.32,300,1.5
162,1.699286,56,95.16,300,1.5
163,1.832308,52,95.28,300,1.5
164,1.760741,54,95.08,300,1.5
165,1.728000,55,95.04,300,1.5
166,1.941224,49,95.12,300,1.5
167,1.672281,57,95.32,300,1.5
