trial,efficiency,steps,coverage_pct,agents,repulsion_g
1,2.111111,45,95.00,300,2.25
2,1.532903,62,95.04,300,2.25
3,1.587333,60,95.24,300,2.25
4,1.944490,49,95.28,300,2.25
5,1.944490,49,95.28,300,2.25
6,1.794717,53,95.12,300,2.25
7,1.701429,56,95.28,300,2.25
8,1.560000,61,95.16,300,2.25
9,1.644138,58,95.36,300,2.25
10,1.513651,63,95.36,300,2.25
11,1.488750,64,95.28,300,2.25
12,1.799245,53,95.36,300,2.25
13,1.826923,52,95.00,300,2.25
14,1.867451,51,95.24,300,2.25
15,2.065217,46,95.00,300,2.25
16,1.464615,65,95.20,300,2.25
17,1.828462,52,95.08,300,2.25
18,1.672982,57,95.36,300,2.25
19,1.534839,62,95.16,300,2.25
20,1.800000,53,95.40,300,2.25
21,1.532903,62,95.04,300,2.25
22,1.797736,53,95.28,300,2.25
23,1.441212,66,95.12,300,2.25
24,1.830000,52,95.16,300,2.25
25,1.440000,66,95.04,300,2.25
26,1.612881,59,95.16,300,2.25
27,1.728727,55,95.08,300,2.25
28,1.638621,58,95.04,300,2.25
29,1.697857,56,95.08,300,2.25
30,1.867451,51,95.24,300,2.25
31,1.764444,54,95.28,300,2.25
32,1.508571,63,95.04,300,2.25
33,1.992500,48,95.64,300,2.25
34,1.560000,61,95.16,300,2.25
35,1.866667,51,95.20,300,2.25
36,1.488125,64,95.24,300,2.25
37,1.730182,55,95.16,300,2.25
38,1.762222,54,95.16,300,2.25
39,1.796226,53,95.20,300,2.25
40,1.794717,53,95.12,300,2.25
41,1.512381,63,95.28,300,2.25
42,1.908000,50,95.40,300,2.25
43,1.939592,49,95.04,300,2.25
44,1.592000,60,95.52,300,2.25
45,2.216744,43,95.32,300,2.25
46,2.066957,46,95.08,300,2.25
47,1.586667,60,95.20,300,2.25
48,1.616271,59,95.36,300,2.25
49,1.793208,53,95.04,300,2.25
50,2.212093,43,95.12,300,2.25
51,1.558033,61,95.04,300,2.25
52,1.639310,58,95.08,300,2.25
53,2.121778,45,95.48,300,2.25
54,2.215814,43,95.28,300,2.25
55,1.557377,61,95.00,300,2.25
56,1.612203,59,95.12,300,2.25
57,1.830769,52,95.20,300,2.25
58,1.670175,57,95.20,300,2.25
59,1.864314,51,95.08,300,2.25
60,1.610847,59,95.04,300,2.25
61,2.214884,43,95.24,300,2.25
62,2.069565,46,95.20,300,2.25
63,1.669474,57,95.16,300,2.25
64,1.485625,64,95.08,300,2.25
65,1.727273,55,95.00,300,2.25
66,1.585333,60,95.12,300,2.25
67,1.864314,51,95.08,300,2.25
68,1.637931,58,95.00,300,2.25
69,1.509206,63,95.08,300,2.25
70,1.862745,51,95.00,300,2.25
71,1.465231,65,95.24,300,2.25
72,1.728727,55,95.08,300,2.25
73,1.583333,60,95.00,300,2.25
74,1.638621,58,95.04,300,2.25
75,1.484375,64,95.00,300,2.25
76,1.793208,53,95.04,300,2.25
