trial,efficiency,steps,coverage_pct,agents,repulsion_g
1,1.588667,60,95.32,300,3
2,1.379130,69,95.16,300,3
3,1.511746,63,95.24,300,3
4,1.511746,63,95.24,300,3
5,1.490625,64,95.40,300,3
6,1.558689,61,95.08,300,3
7,1.439394,66,95.00,300,3
8,1.510476,63,95.16,300,3
9,1.424478,67,95.44,300,3
10,1.646897,58,95.52,300,3
11,1.467692,65,95.40,300,3
12,1.419104,67,95.08,300,3
13,1.420299,67,95.16,300,3
14,1.675088,57,95.48,300,3
15,1.447273,66,95.52,300,3
16,1.341408,71,95.24,300,3
17,1.560000,61,95.16,300,3
18,1.382029,69,95.36,300,3
19,1.484375,64,95.00,300,3
20,1.444242,66,95.32,300,3
21,1.558033,61,95.04,300,3
22,1.358857,70,95.12,300,3
23,1.382029,69,95.36,300,3
24,1.590000,60,95.40,300,3
25,1.288649,74,95.36,300,3
26,1.511111,63,95.20,300,3
27,1.612881,59,95.16,300,3
28,1.583333,60,95.00,300,3
29,1.466462,65,95.32,300,3
30,1.484375,64,95.00,300,3
31,1.672281,57,95.32,300,3
32,1.560000,61,95.16,300,3
33,1.511111,63,95.20,300,3
34,1.583333,60,95.00,300,3
35,1.586667,60,95.20,300,3
36,1.584000,60,95.04,300,3
37,1.491250,64,95.44,300,3
38,1.538710,62,95.40,300,3
39,1.288108,74,95.32,300,3
40,1.670877,57,95.24,300,3
41,1.610169,59,95.00,300,3
42,1.443636,66,95.28,300,3
43,1.490000,64,95.36,300,3
44,1.484375,64,95.00,300,3
45,1.377391,69,95.04,300,3
46,1.338028,71,95.00,300,3
47,1.558689,61,95.08,300,3
48,1.397059,68,95.00,300,3
49,1.490625,64,95.40,300,3
50,1.488125,64,95.24,300,3
51,1.612881,59,95.16,300,3
52,1.589333,60,95.36,300,3
53,1.611525,59,95.08,300,3
54,1.341408,71,95.24,300,3
55,1.583333,60,95.00,300,3
56,1.325000,72,95.40,300,3
57,1.586000,60,95.16,300,3
58,1.611525,59,95.08,300,3
59,1.464000,65,95.16,300,3
60,1.733091,55,95.32,300,3
61,1.420896,67,95.20,300,3
62,1.516190,63,95.52,300,3
63,1.728000,55,95.04,300,3
64,1.462154,65,95.04,300,3
65,1.444242,66,95.32,300,3
66,1.666667,57,95.00,300,3
67,1.488125,64,95.24,300,3
68,1.462769,65,95.08,300,3
69,1.440000,66,95.04,300,3
70,1.532903,62,95.04,300,3
71,1.484375,64,95.00,300,3
72,1.533548,62,95.08,300,3
73,1.584667,60,95.08,300,3
74,1.508571,63,95.04,300,3
75,1.532258,62,95.00,300,3
76,1.485625,64,95.08,300,3
77,1.558033,61,95.04,300,3
78,1.638621,58,95.04,300,3
79,1.360000,70,95.20,300,3
80,1.422090,67,95.28,300,3
81,1.485000,64,95.04,300,3
82,1.696429,56,95.00,300,3
83,1.588000,60,95.28,300,3
84,1.443030,66,95.24,300,3
85,1.489375,64,95.32,300,3
86,1.509841,63,95.12,300,3
87,1.320000,72,95.04,300,3
88,1.834615,52,95.40,300,3
89,1.833846,52,95.36,300,3
90,1.538065,62,95.36,300,3
91,1.401765,68,95.32,300,3
92,1.668070,57,95.08,300,3
93,1.639310,58,95.08,300,3
94,1.512381,63,95.28,300,3
95,1.647586,58,95.56,300,3
96,1.426269,67,95.56,300,3
97,1.793208,53,95.04,300,3
98,1.584000,60,95.04,300,3
99,1.768889,54,95.52,300,3
100,1.491250,64,95.44,300,3
101,1.558033,61,95.04,300,3
102,1.488125,64,95.24,300,3
103,1.669474,57,95.16,300,3
104,1.400000,68,95.20,300,3
105,1.509841,63,95.12,300,3
106,1.675789,57,95.52,300,3
107,1.466462,65,95.32,300,3
108,1.670877,57,95.24,300,3
109,1.486875,64,95.16,300,3
110,1.339155,71,95.08,300,3
111,1.445455,66,95.40,300,3
112,1.439394,66,95.00,300,3
113,1.507937,63,95.00,300,3
114,1.702857,56,95.36,300,3
115,1.670175,57,95.20,300,3
116,1.667368,57,95.04,300,3
117,1.561311,61,95.24,300,3
118,1.341972,71,95.28,300,3
119,1.641379,58,95.20,300,3
120,1.537419,62,95.32,300,3
121,1.422687,67,95.32,300,3
