trial,efficiency,steps,coverage_pct,agents,repulsion_g
1,0.841416,113,95.08,150,1
2,0.932549,102,95.12,150,1
3,0.811966,117,95.00,150,1
4,0.842124,113,95.16,150,1
5,0.970612,98,95.12,150,1
6,0.896226,106,95.00,150,1
7,0.798992,119,95.08,150,1
8,0.755556,126,95.20,150,1
9,0.674043,141,95.04,150,1
10,1.146506,83,95.16,150,1
11,0.848929,112,95.08,150,1
12,0.915769,104,95.24,150,1
13,0.914231,104,95.08,150,1
14,0.791667,120,95.00,150,1
15,1.057333,90,95.16,150,1
16,0.760320,125,95.04,150,1
17,1.105116,86,95.04,150,1
18,0.731692,130,95.12,150,1
19,0.951200,100,95.12,150,1
20,0.665175,143,95.12,150,1
21,0.923107,103,95.08,150,1
22,0.888224,107,95.04,150,1
23,0.874128,109,95.28,150,1
24,0.872661,109,95.12,150,1
25,0.791667,120,95.00,150,1
26,0.991250,96,95.16,150,1
27,0.856216,111,95.04,150,1
28,0.969796,98,95.04,150,1
29,0.931765,102,95.04,150,1
30,1.000000,95,95.00,150,1
31,0.896226,106,95.00,150,1
32,0.959596,99,95.00,150,1
33,0.896226,106,95.00,150,1
34,0.941782,101,95.12,150,1
35,0.933333,102,95.20,150,1
36,1.045714,91,95.16,150,1
37,1.159512,82,95.08,150,1
38,1.022796,93,95.12,150,1
39,0.881111,108,95.16,150,1
40,1.011064,94,95.04,150,1
41,0.981443,97,95.20,150,1
42,1.010638,94,95.00,150,1
43,0.785785,121,95.08,150,1
44,0.856577,111,95.08,150,1
45,1.118588,85,95.08,150,1
46,0.914231,104,95.08,150,1
47,0.931765,102,95.04,150,1
48,0.879630,108,95.00,150,1
49,0.730769,130,95.00,150,1
50,0.768065,124,95.24,150,1
51,1.072360,89,95.44,150,1
52,1.034348,92,95.16,150,1
53,0.743125,128,95.12,150,1
54,0.841062,113,95.04,150,1
55,0.950400,100,95.04,150,1
56,0.800000,119,95.20,150,1
57,0.864000,110,95.04,150,1
58,0.826087,115,95.00,150,1
59,0.873761,109,95.24,150,1
60,0.834035,114,95.08,150,1
61,0.906286,105,95.16,150,1
62,0.969388,98,95.00,150,1
63,1.056000,90,95.04,150,1
64,0.855856,111,95.00,150,1
65,0.792333,120,95.08,150,1
66,1.011064,94,95.04,150,1
67,0.970204,98,95.08,150,1
68,0.848571,112,95.04,150,1
69,0.719697,132,95.00,150,1
70,0.786777,121,95.20,150,1
71,1.058222,90,95.24,150,1
72,0.754921,126,95.12,150,1
73,0.882963,108,95.36,150,1
74,0.905143,105,95.04,150,1
