trial,efficiency,steps,coverage_pct,agents,repulsion_g,momentum,scan_radius
1,1.268267,75,95.12,300,1.5,0.8,5
2,1.270400,75,95.28,300,1.5,0.8,5
3,1.172840,81,95.00,300,1.5,0.8,5
4,1.301918,73,95.04,300,1.5,0.8,5
5,1.251053,76,95.08,300,1.5,0.8,5
6,1.267733,75,95.08,300,1.5,0.8,5
7,1.270933,75,95.32,300,1.5,0.8,5
8,1.320000,72,95.04,300,1.5,0.8,5
9,1.146024,83,95.12,300,1.5,0.8,5
10,1.159512,82,95.08,300,1.5,0.8,5
11,1.377971,69,95.08,300,1.5,0.8,5
12,1.288108,74,95.32,300,1.5,0.8,5
13,1.377391,69,95.04,300,1.5,0.8,5
14,1.401765,68,95.32,300,1.5,0.8,5
15,1.161463,82,95.24,300,1.5,0.8,5
16,1.121412,85,95.32,300,1.5,0.8,5
17,1.190000,80,95.20,300,1.5,0.8,5
18,1.236364,77,95.20,300,1.5,0.8,5
19,1.192500,80,95.40,300,1.5,0.8,5
20,1.105581,86,95.08,300,1.5,0.8,5
21,1.285946,74,95.16,300,1.5,0.8,5
22,1.234805,77,95.08,300,1.5,0.8,5
23,1.205570,79,95.24,300,1.5,0.8,5
24,1.133333,84,95.20,300,1.5,0.8,5
25,1.000000,95,95.00,300,1.5,0.8,5
26,1.346479,71,95.60,300,1.5,0.8,5
27,1.234286,77,95.04,300,1.5,0.8,5
28,1.172840,81,95.00,300,1.5,0.8,5
29,1.067416,89,95.00,300,1.5,0.8,5
30,1.204051,79,95.12,300,1.5,0.8,5
31,1.145060,83,95.04,300,1.5,0.8,5
32,1.221538,78,95.28,300,1.5,0.8,5
33,1.486250,64,95.12,300,1.5,0.8,5
34,1.121412,85,95.32,300,1.5,0.8,5
35,1.303014,73,95.12,300,1.5,0.8,5
36,1.133333,84,95.20,300,1.5,0.8,5
37,1.340282,71,95.16,300,1.5,0.8,5
38,1.322222,72,95.20,300,1.5,0.8,5
39,1.175802,81,95.24,300,1.5,0.8,5
40,1.105581,86,95.08,300,1.5,0.8,5
41,1.272000,75,95.40,300,1.5,0.8,5
42,1.254211,76,95.32,300,1.5,0.8,5
43,1.177778,81,95.40,300,1.5,0.8,5
44,1.377391,69,95.04,300,1.5,0.8,5
45,1.069663,89,95.20,300,1.5,0.8,5
46,1.120941,85,95.28,300,1.5,0.8,5
47,1.188500,80,95.08,300,1.5,0.8,5
48,1.158537,82,95.00,300,1.5,0.8,5
49,1.161463,82,95.24,300,1.5,0.8,5
50,1.322778,72,95.24,300,1.5,0.8,5
51,1.377971,69,95.08,300,1.5,0.8,5
52,1.148916,83,95.36,300,1.5,0.8,5
53,1.251053,76,95.08,300,1.5,0.8,5
54,1.135714,84,95.40,300,1.5,0.8,5
55,1.254211,76,95.32,300,1.5,0.8,5
56,1.056444,90,95.08,300,1.5,0.8,5
57,1.423881,67,95.40,300,1.5,0.8,5
58,1.107907,86,95.28,300,1.5,0.8,5
59,1.302466,73,95.08,300,1.5,0.8,5
60,1.322778,72,95.24,300,1.5,0.8,5
61,1.284324,74,95.04,300,1.5,0.8,5
62,1.252105,76,95.16,300,1.5,0.8,5
63,1.118118,85,95.04,300,1.5,0.8,5
64,1.203038,79,95.04,300,1.5,0.8,5
65,1.234805,77,95.08,300,1.5,0.8,5
66,1.339718,71,95.12,300,1.5,0.8,5
67,1.220513,78,95.20,300,1.5,0.8,5
68,1.159512,82,95.08,300,1.5,0.8,5
69,1.221026,78,95.24,300,1.5,0.8,5
70,1.269867,75,95.24,300,1.5,0.8,5
71,1.159512,82,95.08,300,1.5,0.8,5
72,1.338592,71,95.04,300,1.5,0.8,5
73,1.080455,88,95.08,300,1.5,0.8,5
74,1.188000,80,95.04,300,1.5,0.8,5
75,1.187500,80,95.00,300,1.5,0.8,5
76,1.148434,83,95.32,300,1.5,0.8,5
77,1.131429,84,95.04,300,1.5,0.8,5
78,1.338028,71,95.00,300,1.5,0.8,5
79,1.320556,72,95.08,300,1.5,0.8,5
80,1.360000,70,95.20,300,1.5,0.8,5
81,1.304110,73,95.20,300,1.5,0.8,5
82,1.044396,91,95.04,300,1.5,0.8,5
83,1.079545,88,95.00,300,1.5,0.8,5
84,1.419701,67,95.12,300,1.5,0.8,5
85,1.252632,76,95.20,300,1.5,0.8,5
86,1.218462,78,95.04,300,1.5,0.8,5
87,1.285946,74,95.16,300,1.5,0.8,5
88,1.147952,83,95.28,300,1.5,0.8,5
89,1.234286,77,95.04,300,1.5,0.8,5
90,1.131429,84,95.04,300,1.5,0.8,5
91,1.234805,77,95.08,300,1.5,0.8,5
92,1.397647,68,95.04,300,1.5,0.8,5
93,1.173827,81,95.08,300,1.5,0.8,5
94,1.145542,83,95.08,300,1.5,0.8,5
95,1.234805,77,95.08,300,1.5,0.8,5
96,1.133333,84,95.20,300,1.5,0.8,5
97,1.377391,69,95.04,300,1.5,0.8,5
98,1.250000,76,95.00,300,1.5,0.8,5
99,1.270400,75,95.28,300,1.5,0.8,5
100,1.067865,89,95.04,300,1.5,0.8,5
101,1.236883,77,95.24,300,1.5,0.8,5
102,1.175309,81,95.20,300,1.5,0.8,5
103,1.287568,74,95.28,300,1.5,0.8,5
104,1.218462,78,95.04,300,1.5,0.8,5
105,1.321111,72,95.12,300,1.5,0.8,5
106,1.340282,71,95.16,300,1.5,0.8,5
107,1.095172,87,95.28,300,1.5,0.8,5
108,1.120000,85,95.20,300,1.5,0.8,5
109,1.304110,73,95.20,300,1.5,0.8,5
110,1.133810,84,95.24,300,1.5,0.8,5
111,1.284865,74,95.08,300,1.5,0.8,5
112,1.218974,78,95.08,300,1.5,0.8,5
113,1.283784,74,95.00,300,1.5,0.8,5
114,1.250526,76,95.04,300,1.5,0.8,5
115,1.218974,78,95.08,300,1.5,0.8,5
116,1.340845,71,95.20,300,1.5,0.8,5
117,1.236883,77,95.24,300,1.5,0.8,5
118,1.132381,84,95.12,300,1.5,0.8,5
119,0.959596,99,95.00,300,1.5,0.8,5
120,1.342535,71,95.32,300,1.5,0.8,5
121,1.161463,82,95.24,300,1.5,0.8,5
122,1.188000,80,95.04,300,1.5,0.8,5
123,1.081818,88,95.20,300,1.5,0.8,5
124,1.322222,72,95.20,300,1.5,0.8,5
125,1.189000,80,95.12,300,1.5,0.8,5
126,1.203544,79,95.08,300,1.5,0.8,5
127,1.204557,79,95.16,300,1.5,0.8,5
128,1.160488,82,95.16,300,1.5,0.8,5
129,1.190500,80,95.24,300,1.5,0.8,5
130,1.321667,72,95.16,300,1.5,0.8,5
131,1.106977,86,95.20,300,1.5,0.8,5
132,1.056889,90,95.12,300,1.5,0.8,5
133,1.189000,80,95.12,300,1.5,0.8,5
134,1.160976,82,95.20,300,1.5,0.8,5
135,1.320000,72,95.04,300,1.5,0.8,5
136,1.220000,78,95.16,300,1.5,0.8,5
137,1.379130,69,95.16,300,1.5,0.8,5
138,1.305205,73,95.28,300,1.5,0.8,5
139,1.236883,77,95.24,300,1.5,0.8,5
140,1.255263,76,95.40,300,1.5,0.8,5
141,1.235844,77,95.16,300,1.5,0.8,5
142,1.322222,72,95.20,300,1.5,0.8,5
143,1.234805,77,95.08,300,1.5,0.8,5
144,1.267200,75,95.04,300,1.5,0.8,5
145,1.303014,73,95.12,300,1.5,0.8,5
146,1.237403,77,95.28,300,1.5,0.8,5
147,1.022366,93,95.08,300,1.5,0.8,5
148,1.119059,85,95.12,300,1.5,0.8,5
149,1.174815,81,95.16,300,1.5,0.8,5
150,1.190500,80,95.24,300,1.5,0.8,5
151,1.250000,76,95.00,300,1.5,0.8,5
152,1.159024,82,95.04,300,1.5,0.8,5
153,1.218974,78,95.08,300,1.5,0.8,5
154,1.284865,74,95.08,300,1.5,0.8,5
155,1.364000,70,95.48,300,1.5,0.8,5
156,1.303562,73,95.16,300,1.5,0.8,5
157,1.234286,77,95.04,300,1.5,0.8,5
158,1.174321,81,95.12,300,1.5,0.8,5
159,1.286486,74,95.20,300,1.5,0.8,5
160,1.082727,88,95.28,300,1.5,0.8,5
161,1.080909,88,95.12,300,1.5,0.8,5
162,1.130952,84,95.00,300,1.5,0.8,5
163,1.205063,79,95.20,300,1.5,0.8,5
164,1.011064,94,95.04,300,1.5,0.8,5
165,1.173333,81,95.04,300,1.5,0.8,5
166,1.130952,84,95.00,300,1.5,0.8,5
167,1.044396,91,95.04,300,1.5,0.8,5
168,1.056000,90,95.04,300,1.5,0.8,5
169,1.105581,86,95.08,300,1.5,0.8,5
170,1.268800,75,95.16,300,1.5,0.8,5
171,1.094253,87,95.20,300,1.5,0.8,5
172,1.217949,78,95.00,300,1.5,0.8,5
173,1.341972,71,95.28,300,1.5,0.8,5
174,1.235844,77,95.16,300,1.5,0.8,5
175,1.144578,83,95.00,300,1.5,0.8,5
