trial,efficiency,steps,coverage_pct,agents,repulsion_g,momentum,scan_radius
1,1.904000,50,95.20,300,1.5,0.9,5
2,2.027234,47,95.28,300,1.5,0.9,5
3,1.700000,56,95.20,300,1.5,0.9,5
4,1.613559,59,95.20,300,1.5,0.9,5
5,1.902400,50,95.12,300,1.5,0.9,5
6,1.464000,65,95.16,300,1.5,0.9,5
7,1.642069,58,95.24,300,1.5,0.9,5
8,1.794717,53,95.12,300,1.5,0.9,5
9,1.862745,51,95.00,300,1.5,0.9,5
10,1.943673,49,95.24,300,1.5,0.9,5
11,1.940408,49,95.08,300,1.5,0.9,5
12,2.026383,47,95.24,300,1.5,0.9,5
13,1.760741,54,95.08,300,1.5,0.9,5
14,1.863529,51,95.04,300,1.5,0.9,5
15,2.028085,47,95.32,300,1.5,0.9,5
16,2.437949,39,95.08,300,1.5,0.9,5
17,2.025532,47,95.20,300,1.5,0.9,5
18,1.799245,53,95.36,300,1.5,0.9,5
19,2.065217,46,95.00,300,1.5,0.9,5
20,1.941224,49,95.12,300,1.5,0.9,5
21,2.218605,43,95.40,300,1.5,0.9,5
22,1.907200,50,95.36,300,1.5,0.9,5
23,2.026383,47,95.24,300,1.5,0.9,5
24,1.696429,56,95.00,300,1.5,0.9,5
25,1.728000,55,95.04,300,1.5,0.9,5
26,2.163636,44,95.20,300,1.5,0.9,5
27,1.943673,49,95.24,300,1.5,0.9,5
28,1.697857,56,95.08,300,1.5,0.9,5
29,1.534194,62,95.12,300,1.5,0.9,5
30,1.795472,53,95.16,300,1.5,0.9,5
31,1.836154,52,95.48,300,1.5,0.9,5
32,2.334634,41,95.72,300,1.5,0.9,5
33,2.163636,44,95.20,300,1.5,0.9,5
34,1.562623,61,95.32,300,1.5,0.9,5
35,1.832308,52,95.28,300,1.5,0.9,5
36,2.167273,44,95.36,300,1.5,0.9,5
37,1.418507,67,95.04,300,1.5,0.9,5
38,1.980833,48,95.08,300,1.5,0.9,5
39,2.161818,44,95.12,300,1.5,0.9,5
40,1.983333,48,95.20,300,1.5,0.9,5
41,1.793208,53,95.04,300,1.5,0.9,5
42,1.979167,48,95.00,300,1.5,0.9,5
43,1.766667,54,95.40,300,1.5,0.9,5
44,1.668772,57,95.12,300,1.5,0.9,5
45,1.533548,62,95.08,300,1.5,0.9,5
46,2.028085,47,95.32,300,1.5,0.9,5
47,1.941224,49,95.12,300,1.5,0.9,5
48,1.760741,54,95.08,300,1.5,0.9,5
49,1.763704,54,95.24,300,1.5,0.9,5
50,1.867451,51,95.24,300,1.5,0.9,5
51,2.120000,45,95.40,300,1.5,0.9,5
52,1.983333,48,95.20,300,1.5,0.9,5
53,1.670175,57,95.20,300,1.5,0.9,5
54,1.640690,58,95.16,300,1.5,0.9,5
55,1.863529,51,95.04,300,1.5,0.9,5
56,2.067826,46,95.12,300,1.5,0.9,5
57,2.029787,47,95.40,300,1.5,0.9,5
58,2.028085,47,95.32,300,1.5,0.9,5
59,2.023830,47,95.12,300,1.5,0.9,5
60,2.118222,45,95.32,300,1.5,0.9,5
61,1.558689,61,95.08,300,1.5,0.9,5
62,1.865098,51,95.12,300,1.5,0.9,5
63,1.949388,49,95.52,300,1.5,0.9,5
64,2.065217,46,95.00,300,1.5,0.9,5
65,1.440606,66,95.08,300,1.5,0.9,5
66,1.902400,50,95.12,300,1.5,0.9,5
67,2.165455,44,95.28,300,1.5,0.9,5
68,1.829231,52,95.12,300,1.5,0.9,5
69,2.072174,46,95.32,300,1.5,0.9,5
70,2.116444,45,95.24,300,1.5,0.9,5
71,1.762963,54,95.20,300,1.5,0.9,5
72,1.829231,52,95.12,300,1.5,0.9,5
73,1.940408,49,95.08,300,1.5,0.9,5
74,2.219535,43,95.44,300,1.5,0.9,5
75,1.728727,55,95.08,300,1.5,0.9,5
76,1.865098,51,95.12,300,1.5,0.9,5
77,2.264762,42,95.12,300,1.5,0.9,5
78,2.073043,46,95.36,300,1.5,0.9,5
79,2.025532,47,95.20,300,1.5,0.9,5
80,1.797736,53,95.28,300,1.5,0.9,5
81,2.212093,43,95.12,300,1.5,0.9,5
82,2.067826,46,95.12,300,1.5,0.9,5
83,2.160000,44,95.04,300,1.5,0.9,5
84,2.028085,47,95.32,300,1.5,0.9,5
85,1.868235,51,95.28,300,1.5,0.9,5
86,2.031489,47,95.48,300,1.5,0.9,5
87,1.558689,61,95.08,300,1.5,0.9,5
88,1.982500,48,95.16,300,1.5,0.9,5
89,1.795472,53,95.16,300,1.5,0.9,5
90,2.322927,41,95.24,300,1.5,0.9,5
91,2.074783,46,95.44,300,1.5,0.9,5
92,1.979167,48,95.00,300,1.5,0.9,5
93,1.942857,49,95.20,300,1.5,0.9,5
94,2.023830,47,95.12,300,1.5,0.9,5
95,1.610847,59,95.04,300,1.5,0.9,5
96,1.982500,48,95.16,300,1.5,0.9,5
97,1.484375,64,95.00,300,1.5,0.9,5
98,1.869020,51,95.32,300,1.5,0.9,5
99,1.946939,49,95.40,300,1.5,0.9,5
100,2.115556,45,95.20,300,1.5,0.9,5
101,1.700714,56,95.24,300,1.5,0.9,5
102,1.863529,51,95.04,300,1.5,0.9,5
103,2.118222,45,95.32,300,1.5,0.9,5
104,1.979167,48,95.00,300,1.5,0.9,5
105,2.170000,44,95.48,300,1.5,0.9,5
106,1.979167,48,95.00,300,1.5,0.9,5
107,1.942041,49,95.16,300,1.5,0.9,5
108,1.944490,49,95.28,300,1.5,0.9,5
109,1.828462,52,95.08,300,1.5,0.9,5
110,1.730909,55,95.20,300,1.5,0.9,5
111,2.112889,45,95.08,300,1.5,0.9,5
112,1.946122,49,95.36,300,1.5,0.9,5
113,2.169091,44,95.44,300,1.5,0.9,5
114,2.069565,46,95.20,300,1.5,0.9,5
115,1.733091,55,95.32,300,1.5,0.9,5
116,1.728727,55,95.08,300,1.5,0.9,5
117,1.637931,58,95.00,300,1.5,0.9,5
118,1.945306,49,95.32,300,1.5,0.9,5
119,2.267619,42,95.24,300,1.5,0.9,5
120,2.160909,44,95.08,300,1.5,0.9,5
121,1.866667,51,95.20,300,1.5,0.9,5
122,1.763704,54,95.24,300,1.5,0.9,5
123,1.697143,56,95.04,300,1.5,0.9,5
124,1.939592,49,95.04,300,1.5,0.9,5
125,2.021277,47,95.00,300,1.5,0.9,5
126,1.796226,53,95.20,300,1.5,0.9,5
127,1.672982,57,95.36,300,1.5,0.9,5
128,1.901600,50,95.08,300,1.5,0.9,5
129,2.210233,43,95.04,300,1.5,0.9,5
130,1.666667,57,95.00,300,1.5,0.9,5
131,2.112889,45,95.08,300,1.5,0.9,5
132,2.116444,45,95.24,300,1.5,0.9,5
133,1.612203,59,95.12,300,1.5,0.9,5
134,1.900800,50,95.04,300,1.5,0.9,5
135,1.727273,55,95.00,300,1.5,0.9,5
136,2.159091,44,95.00,300,1.5,0.9,5
137,1.827692,52,95.04,300,1.5,0.9,5
138,1.799245,53,95.36,300,1.5,0.9,5
139,2.265714,42,95.16,300,1.5,0.9,5
140,1.863529,51,95.04,300,1.5,0.9,5
141,2.216744,43,95.32,300,1.5,0.9,5
142,1.829231,52,95.12,300,1.5,0.9,5
143,1.641379,58,95.20,300,1.5,0.9,5
144,2.070435,46,95.24,300,1.5,0.9,5
145,1.728727,55,95.08,300,1.5,0.9,5
146,2.065217,46,95.00,300,1.5,0.9,5
147,1.760000,54,95.04,300,1.5,0.9,5
148,2.114667,45,95.16,300,1.5,0.9,5
149,2.026383,47,95.24,300,1.5,0.9,5
150,1.442424,66,95.20,300,1.5,0.9,5
151,2.068696,46,95.16,300,1.5,0.9,5
152,1.946939,49,95.40,300,1.5,0.9,5
153,2.169091,44,95.44,300,1.5,0.9,5
154,1.584000,60,95.04,300,1.5,0.9,5
155,1.730909,55,95.20,300,1.5,0.9,5
156,1.868235,51,95.28,300,1.5,0.9,5
157,1.984167,48,95.24,300,1.5,0.9,5
158,1.831538,52,95.24,300,1.5,0.9,5
159,2.113778,45,95.12,300,1.5,0.9,5
160,1.827692,52,95.04,300,1.5,0.9,5
161,1.834615,52,95.40,300,1.5,0.9,5
162,1.670175,57,95.20,300,1.5,0.9,5
163,1.729455,55,95.12,300,1.5,0.9,5
164,1.870588,51,95.40,300,1.5,0.9,5
165,1.942041,49,95.16,300,1.5,0.9,5
166,2.072174,46,95.32,300,1.5,0.9,5
167,1.900800,50,95.04,300,1.5,0.9,5
168,1.734545,55,95.40,300,1.5,0.9,5
169,1.793208,53,95.04,300,1.5,0.9,5
170,1.979167,48,95.00,300,1.5,0.9,5
171,1.760741,54,95.08,300,1.5,0.9,5
172,1.835385,52,95.44,300,1.5,0.9,5
173,1.585333,60,95.12,300,1.5,0.9,5
174,1.900000,50,95.00,300,1.5,0.9,5
175,2.032340,47,95.52,300,1.5,0.9,5
176,1.940408,49,95.08,300,1.5,0.9,5
177,1.979167,48,95.00,300,1.5,0.9,5
178,1.982500,48,95.16,300,1.5,0.9,5
179,2.024681,47,95.16,300,1.5,0.9,5
180,1.900000,50,95.00,300,1.5,0.9,5
181,2.028936,47,95.36,300,1.5,0.9,5
182,2.262857,42,95.04,300,1.5,0.9,5
183,1.980000,48,95.04,300,1.5,0.9,5
184,1.980833,48,95.08,300,1.5,0.9,5
185,1.980833,48,95.08,300,1.5,0.9,5
186,2.070435,46,95.24,300,1.5,0.9,5
187,2.070435,46,95.24,300,1.5,0.9,5
188,2.112889,45,95.08,300,1.5,0.9,5
189,1.902400,50,95.12,300,1.5,0.9,5
190,1.864314,51,95.08,300,1.5,0.9,5
191,2.073043,46,95.36,300,1.5,0.9,5
192,1.759259,54,95.00,300,1.5,0.9,5
193,1.901600,50,95.08,300,1.5,0.9,5
194,2.111111,45,95.00,300,1.5,0.9,5
195,1.905600,50,95.28,300,1.5,0.9,5
196,2.023830,47,95.12,300,1.5,0.9,5
197,1.864314,51,95.08,300,1.5,0.9,5
198,2.022128,47,95.04,300,1.5,0.9,5
199,1.943673,49,95.24,300,1.5,0.9,5
200,1.669474,57,95.16,300,1.5,0.9,5
201,1.732364,55,95.28,300,1.5,0.9,5
202,1.942857,49,95.20,300,1.5,0.9,5
203,1.906400,50,95.32,300,1.5,0.9,5
204,1.829231,52,95.12,300,1.5,0.9,5
205,1.792453,53,95.00,300,1.5,0.9,5
206,1.728727,55,95.08,300,1.5,0.9,5
207,2.113778,45,95.12,300,1.5,0.9,5
208,1.939592,49,95.04,300,1.5,0.9,5
209,1.759259,54,95.00,300,1.5,0.9,5
210,2.024681,47,95.16,300,1.5,0.9,5
211,1.733091,55,95.32,300,1.5,0.9,5
212,2.068696,46,95.16,300,1.5,0.9,5
213,1.900800,50,95.04,300,1.5,0.9,5
214,1.981667,48,95.12,300,1.5,0.9,5
215,1.830000,52,95.16,300,1.5,0.9,5
216,2.068696,46,95.16,300,1.5,0.9,5
217,2.169091,44,95.44,300,1.5,0.9,5
218,1.827692,52,95.04,300,1.5,0.9,5
219,1.904000,50,95.20,300,1.5,0.9,5
220,1.832308,52,95.28,300,1.5,0.9,5
221,1.906400,50,95.32,300,1.5,0.9,5
222,1.697857,56,95.08,300,1.5,0.9,5
223,1.987500,48,95.40,300,1.5,0.9,5
224,2.159091,44,95.00,300,1.5,0.9,5
225,1.985000,48,95.28,300,1.5,0.9,5
226,1.833077,52,95.32,300,1.5,0.9,5
227,1.760000,54,95.04,300,1.5,0.9,5
228,2.029787,47,95.40,300,1.5,0.9,5
229,1.792453,53,95.00,300,1.5,0.9,5
230,1.942857,49,95.20,300,1.5,0.9,5
231,2.218605,43,95.40,300,1.5,0.9,5
232,1.942041,49,95.16,300,1.5,0.9,5
233,1.793962,53,95.08,300,1.5,0.9,5
234,2.027234,47,95.28,300,1.5,0.9,5
235,1.984167,48,95.24,300,1.5,0.9,5
236,1.865882,51,95.16,300,1.5,0.9,5
237,1.941224,49,95.12,300,1.5,0.9,5
238,1.942041,49,95.16,300,1.5,0.9,5
239,2.121778,45,95.48,300,1.5,0.9,5
240,2.167273,44,95.36,300,1.5,0.9,5
241,1.728727,55,95.08,300,1.5,0.9,5
242,1.558689,61,95.08,300,1.5,0.9,5
243,1.585333,60,95.12,300,1.5,0.9,5
244,2.023830,47,95.12,300,1.5,0.9,5
245,2.027234,47,95.28,300,1.5,0.9,5
246,2.028085,47,95.32,300,1.5,0.9,5
247,1.862745,51,95.00,300,1.5,0.9,5
248,1.560656,61,95.20,300,1.5,0.9,5
249,2.119111,45,95.36,300,1.5,0.9,5
